iid1	iid2	max_ibd	sum_ibd_8	n_ibd_8	sum_ibd_12	n_ibd_12	sum_ibd_16	n_ibd_16	sum_ibd_20	n_ibd_20	frac_gp1	frac_gp2
RKC007	RKF032	33.186792999999994	54.405891	3	33.186792999999994	1	33.186792999999994	1	33.186792999999994	1	0.8689669958256088	0.8903181869774129
RKF013	RKF034	18.053305	54.09870279973449	4	45.04590166753235	3	18.053305	1	0	0	0.7564223828080663	0.8514370751516527
RKF154	RKF191	29.561300000000003	53.998596600000006	3	53.998596600000006	3	29.561300000000003	1	29.561300000000003	1	0.7023192463395256	0.8717793500056752
RKF210	RKC047	24.382901	53.577795	3	44.448995	2	44.448995	2	44.448995	2	0.8723720883306219	0.8680463597038831
RKF040	RKF023	20.392191	53.544282	3	53.544282	3	40.419286	2	40.419286	2	0.6047065945291513	0.8495075227321454
RKF118	RKF132	26.929498	53.311401920816046	3	44.66059832081604	2	44.66059832081604	2	26.929498	1	0.8588652213940701	0.9051997023696922
RKF021	RKF175	16.610402	53.3040936	4	42.3403946	3	16.610402	1	0	0	0.8199084408459764	0.810197621479828
KUP022	KUP027	18.5446	53.221485550689685	4	34.615490426635745	2	34.615490426635745	2	0	0	0.7754152321138058	0.8822216336877152
RKF113	RKF117	41.736495	52.940696	2	41.736495	1	41.736495	1	41.736495	1	0.8159484443771834	0.9103325640346562
RKF021	RKF150	52.8457	52.8457	1	52.8457	1	52.8457	1	52.8457	1	0.8199084408459764	0.8876319473345693
RKF181	RKC016	31.6606	52.560516	2	52.560516	2	52.560516	2	52.560516	2	0.834298109543087	0.900899196650398
RKF158	RKF010	19.775605	52.47251062396239	4	33.772507	2	19.775605	1	0	0	0.7125345238545647	0.821850604719206
RKF175	RKF143	16.118598000000002	52.363395722613525	4	40.94369412261352	3	16.118598000000002	1	0	0	0.810197621479828	0.8982886257298879
RKF062	RKF136	26.327202	52.3120975	3	41.776899	2	26.327202	1	26.327202	1	0.6632363512542091	0.846745614366968
RKF144	RKC011	37.287498	52.080399277542114	2	52.080399277542114	2	37.287498	1	37.287498	1	0.5732410174920863	0.8776562874402533
RKF173	RKF101	22.208798	51.96249064831543	3	40.651198	2	40.651198	2	22.208798	1	0.8339071544776967	0.8486121095178641
RKF062	RKF113	30.0254	51.941098	2	51.941098	2	51.941098	2	51.941098	2	0.6632363512542091	0.8159484443771834
RKF098	RKF226	28.035498	51.91459699999999	3	41.378898	2	28.035498	1	28.035498	1	0.8645529870228141	0.8836341165046094
RKF034	RKC023	30.195397	51.905497	2	51.905497	2	51.905497	2	51.905497	2	0.8514370751516527	0.918340837148298
RKF162	RKF046	28.27089428901672	51.52758888901672	3	41.32529428901672	2	28.27089428901672	1	28.27089428901672	1	0.8697615174101119	0.911997275925996
RKF061	RKC009	34.909800000000004	51.35180100000001	2	51.35180100000001	2	51.35180100000001	2	34.909800000000004	1	0.7619840338995876	0.8899776777269116
RKF199	RKF139	32.668203	51.206404000000006	2	51.206404000000006	2	51.206404000000006	2	32.668203	1	0.8234396478882121	0.8723973112380664
RKF047	RKC043	23.0136	51.065597	3	40.5368	2	40.5368	2	23.0136	1	0.8884012460116277	0.9098785517006546
RKC036	RKF037	41.320896000000005	51.015195000000006	2	41.320896000000005	1	41.320896000000005	1	41.320896000000005	1	0.7723002030444049	0.8975193270528293
RKF118	RKF034	31.044197	50.89359600000001	2	50.89359600000001	2	50.89359600000001	2	31.044197	1	0.8588652213940701	0.8514370751516527
RKF196	RKF226	27.2596	50.86589423684692	3	39.664596	2	27.2596	1	27.2596	1	0.8742133605740734	0.8836341165046094
RKF104	RKC018	22.017503	50.7551075	3	42.551005	2	42.551005	2	42.551005	2	0.8757141235670236	0.9011262028173987
RKF007	RKF163	28.765702	50.57720938296508	3	41.91130199999999	2	28.765702	1	28.765702	1	0.6250362579294515	0.6917886824814297
RKC047	RKF029	41.7575	50.394702	2	41.7575	1	41.7575	1	41.7575	1	0.8680463597038831	0.88162889536276845
RKF181	RKF124	28.7308931350708	50.227999639953616	3	28.7308931350708	1	28.7308931350708	1	28.7308931350708	1	0.834298109543087	0.880720870694765
RKF154	RKF156	25.2522	50.124205	2	50.124205	2	50.124205	2	50.124205	2	0.7023192463395256	0.6884592586987502
RKF231	RKF209	14.873898	49.628299000000005	4	28.232598	2	0	0	0	0	0.7193447088645908	0.8416758099706153
RKC026	RKC012	41.509295	49.611593	2	41.509295	1	41.509295	1	41.509295	1	0.8928657006293116	0.8967500283757709
RKF172	RKF109	49.547502	49.547502	1	49.547502	1	49.547502	1	49.547502	1	0.7945972532253793	0.862081142093249
RKF023	RKF032	20.391798	49.147695	3	49.147695	3	20.391798	1	20.391798	1	0.8495075227321454	0.8903181869774129
RKF099	RKF032	31.8406	48.4669997554779	2	48.4669997554779	2	48.4669997554779	2	31.8406	1	0.7340622753584806	0.8903181869774129
RKC033	RKF029	34.5984	48.2848	2	48.2848	2	34.5984	1	34.5984	1	0.5941381963098886	0.88162889536276845
RKC026	RKC021	32.253695	47.661493	2	47.661493	2	32.253695	1	32.253695	1	0.8928657006293116	0.8912388230991386
RKC033	RKF034	24.628597	47.4367966	3	37.667497	2	24.628597	1	24.628597	1	0.5941381963098886	0.8514370751516527
RKF081	RKF237	30.289197	47.359896	2	47.359896	2	47.359896	2	30.289197	1	0.6682304869282282	0.8981751226463874
RKF158	RKF118	36.2045	47.1873025	2	36.2045	1	36.2045	1	36.2045	1	0.7125345238545647	0.8588652213940701
RKC026	RKC018	32.249403	47.174001	2	47.174001	2	32.249403	1	32.249403	1	0.8928657006293116	0.9011262028173987
RKF040	RKC017	29.71700429916382	47.07640129916382	3	29.71700429916382	1	29.71700429916382	1	29.71700429916382	1	0.6047065945291513	0.8847565358858915
RKF158	RKF191	27.7467	46.944101	2	46.944101	2	46.944101	2	27.7467	1	0.7125345238545647	0.8717793500056752
RKF231	RKF034	20.2274	46.6682016	3	36.999300000000005	2	36.999300000000005	2	20.2274	1	0.7193447088645908	0.8514370751516527
RKC012	RKC016	13.571203	46.61060936346435	4	38.47740936346435	3	0	0	0	0	0.8967500283757709	0.900899196650398
RKF231	RKF210	19.826698	46.60869741101074	3	36.598598	2	36.598598	2	0	0	0.7193447088645908	0.8723720883306219
RKF231	RKF029	16.771900000000002	46.5765827234497	4	16.771900000000002	1	16.771900000000002	1	0	0	0.7193447088645908	0.88162889536276845
RKC007	RKF031	46.463704	46.463704	1	46.463704	1	46.463704	1	46.463704	1	0.8689669958256088	0.8852357711273379
RKF199	RKF210	20.1986	46.356504	3	37.306802	2	37.306802	2	20.1986	1	0.8234396478882121	0.8723720883306219
RKF036	RKC007	46.3117	46.3117	1	46.3117	1	46.3117	1	46.3117	1	0.7646450506349867	0.8689669958256088
RKF139	RKF191	20.119300000000003	46.2433006	3	35.950401	2	20.119300000000003	1	20.119300000000003	1	0.8723973112380664	0.8717793500056752
RKF034	RKF191	19.8616	45.935602	3	34.506	2	19.8616	1	0	0	0.8514370751516527	0.8717793500056752
RKC017	RKF032	33.033192	45.855188000000005	2	45.855188000000005	2	33.033192	1	33.033192	1	0.8847565358858915	0.8903181869774129
RKC035	RKC012	34.041703	45.71479584210205	2	34.041703	1	34.041703	1	34.041703	1	0.8932692671484243	0.8967500283757709
RKF238	RKF141	45.6355	45.6355	1	45.6355	1	45.6355	1	45.6355	1	0.8913144918214723	0.8961572900508241
RKF098	RKF194	32.1324	45.4915	2	45.4915	2	32.1324	1	32.1324	1	0.8645529870228141	0.903333207218796
RKF172	RKF117	32.76929855346679	45.2131995534668	2	45.2131995534668	2	32.76929855346679	1	32.76929855346679	1	0.7945972532253793	0.9103325640346562
RKF144	RKC022	27.336	45.206003	3	27.336	1	27.336	1	27.336	1	0.5732410174920863	0.8813640548346008
RKF141	RKC031	45.125398	45.125398	1	45.125398	1	45.125398	1	45.125398	1	0.8961572900508241	0.913119695307278
KUP022	KFJ036	16.846299000000002	44.91620351998901	3	44.91620351998901	3	16.846299000000002	1	0	0	0.7754152321138058	0.8957537235317115
KUP022	KFJ045	12.564301	44.712299	4	12.564301	1	0	0	0	0	0.7754152321138058	0.8985156318968888
RKF007	RKF148	12.883699000000002	44.504395	4	24.946397600000005	2	0	0	0	0	0.6250362579294515	0.8562924848347269
RKF031	RKC039	31.856800000000003	44.496302	2	44.496302	2	31.856800000000003	1	31.856800000000003	1	0.8852357711273379	0.9075075984008676
RKF016	RKC052	35.0209	44.383501	2	35.0209	1	35.0209	1	35.0209	1	0.8520802592914886	0.8967121940146041
RKF032	RKC031	44.361702	44.361702	1	44.361702	1	44.361702	1	44.361702	1	0.8903181869774129	0.913119695307278
RKF238	RKF032	44.361398	44.361398	1	44.361398	1	44.361398	1	44.361398	1	0.8913144918214723	0.8903181869774129
RKC031	RKF046	44.3611	44.3611	1	44.3611	1	44.3611	1	44.3611	1	0.913119695307278	0.911997275925996
RKF098	RKF196	30.2804	44.2683	2	44.2683	2	30.2804	1	30.2804	1	0.8645529870228141	0.8742133605740734
RKF238	RKF046	44.1646	44.1646	1	44.1646	1	44.1646	1	44.1646	1	0.8913144918214723	0.911997275925996
RKF226	RKF121	12.384099	44.11449284867858	4	12.384099	1	0	0	0	0	0.8836341165046094	0.8931431526112015
RKF175	RKF034	29.575503	43.94890099999999	2	43.94890099999999	2	29.575503	1	29.575503	1	0.810197621479828	0.8514370751516527
RKC030	RKF046	43.908897	43.908897	1	43.908897	1	43.908897	1	43.908897	1	0.7986707527776726	0.911997275925996
RKC030	RKF031	29.889697	43.810098000000004	2	43.810098000000004	2	29.889697	1	29.889697	1	0.7986707527776726	0.8852357711273379
RKF156	RKF089	24.954599	43.782502	3	24.954599	1	24.954599	1	24.954599	1	0.6884592586987502	0.8822468565951598
RKF195	RKF117	43.605596000000006	43.605596000000006	1	43.605596000000006	1	43.605596000000006	1	43.605596000000006	1	0.8762816389845257	0.9103325640346562
RKF199	RKF046	28.547496	43.531198	2	43.531198	2	28.547496	1	28.547496	1	0.8234396478882121	0.911997275925996
RKC047	RKF031	31.34629726409912	43.23239926409912	2	31.34629726409912	1	31.34629726409912	1	31.34629726409912	1	0.8680463597038831	0.8852357711273379
RKC009	RKF192	19.907802	43.1719	3	32.652801	2	19.907802	1	0	0	0.8899776777269116	0.8982507913687211
KFJ032	KFJ011	11.240399	43.162096	4	0	0	0	0	0	0	0.8813388319271562	0.9180633851664082
RKF015	RKF031	31.6461	43.074504000000005	2	31.6461	1	31.6461	1	31.6461	1	0.8858663438134514	0.8852357711273379
RKF023	RKF157	23.972595	42.973697	2	42.973697	2	42.973697	2	23.972595	1	0.8495075227321454	0.921228860050698
RKF164	RKF194	19.253004	42.093105	3	19.253004	1	19.253004	1	0	0	0.7855926752676781	0.903333207218796
RKC030	RKF210	33.5587	42.0382	2	33.5587	1	33.5587	1	33.5587	1	0.7986707527776726	0.8723720883306219
RKF036	RKF015	32.2752	41.977787	2	32.2752	1	32.2752	1	32.2752	1	0.7646450506349867	0.8858663438134514
RKF029	RKC031	41.942003	41.942003	1	41.942003	1	41.942003	1	41.942003	1	0.88162889536276845	0.913119695307278
RKF210	RKC042	24.9152	41.912001	2	41.912001	2	41.912001	2	24.9152	1	0.8723720883306219	0.9127161287881654
RKF213	RKC042	24.913299	41.858697	2	41.858697	2	41.858697	2	24.913299	1	0.8949970363083752	0.9127161287881654
RKF176	RKC024	24.494404	41.8545079	3	24.494404	1	24.494404	1	24.494404	1	0.7850377713038982	0.820501179170923
RKC033	RKF031	28.0088	41.762	2	41.762	2	28.0088	1	28.0088	1	0.5941381963098886	0.8852357711273379
RKF029	RKF238	41.759697	41.759697	1	41.759697	1	41.759697	1	41.759697	1	0.88162889536276845	0.8913144918214723
RKF231	RKF213	16.825402	41.7046015	3	32.265902000000004	2	16.825402	1	0	0	0.7193447088645908	0.8949970363083752
RKC029	RKC014	28.5295	41.658705000000005	2	41.658705000000005	2	28.5295	1	28.5295	1	0.8196183774103641	0.9027909147087384
RKC033	RKF046	41.5693	41.5693	1	41.5693	1	41.5693	1	41.5693	1	0.5941381963098886	0.911997275925996
RKF053	RKF226	17.972099999999998	41.54439584867858	3	30.344999	2	17.972099999999998	1	0	0	0.8665203738034883	0.8836341165046094
RKF020	RKF031	16.014796	41.31949900000001	3	30.079696	2	16.014796	1	0	0	0.8534044619323269	0.8852357711273379
RKF020	RKF155	18.8474	41.304199	3	32.9123	2	18.8474	1	0	0	0.8534044619323269	0.8712748918567843
RKF049	RKF120	16.260993000000003	41.284791600000005	3	29.999491	2	16.260993000000003	1	0	0	0.6234976605753345	0.8093778769878804
RKF136	RKF109	21.404399	41.27429299999999	2	41.27429299999999	2	41.27429299999999	2	21.404399	1	0.846745614366968	0.862081142093249
RKC030	RKF213	32.676998000000005	41.191898	2	32.676998000000005	1	32.676998000000005	1	32.676998000000005	1	0.7986707527776726	0.8949970363083752
RKC033	RKF013	32.280093	40.9845884	2	32.280093	1	32.280093	1	32.280093	1	0.5941381963098886	0.7564223828080663
RKF139	RKC047	40.936494	40.936494	1	40.936494	1	40.936494	1	40.936494	1	0.8723973112380664	0.8680463597038831
RKF104	RKC009	20.936704	40.834105	2	40.834105	2	40.834105	2	20.936704	1	0.8757141235670236	0.8899776777269116
RKF172	RKF129	40.6969	40.6969	1	40.6969	1	40.6969	1	40.6969	1	0.7945972532253793	0.8947195843264854
RKF158	RKC016	40.622503	40.622503	1	40.622503	1	40.622503	1	40.622503	1	0.7125345238545647	0.900899196650398
RKF118	RKF015	28.3328	40.5873004	2	40.5873004	2	28.3328	1	28.3328	1	0.8588652213940701	0.8858663438134514
RKF010	RKC045	32.141393	40.47928400000001	2	32.141393	1	32.141393	1	32.141393	1	0.821850604719206	0.9039511684511874
RKF032	RKC023	24.5184	40.230697000000006	2	40.230697000000006	2	24.5184	1	24.5184	1	0.8903181869774129	0.918340837148298
RKC027	RKC050	20.789504	40.120506	2	40.120506	2	40.120506	2	20.789504	1	0.6432219741969657	0.8533792390248824
RKF038	RKF139	19.197401	40.0367945	3	19.197401	1	19.197401	1	0	0	0.7456143669680804	0.8723973112380664
KUP003	KFJ036	31.37579	40.0294844	2	31.37579	1	31.37579	1	31.37579	1	0.7313382013544701	0.8957537235317115
RKC047	RKC020	31.608397	40.003401	2	31.608397	1	31.608397	1	31.608397	1	0.8680463597038831	0.9128674662328328
RKF164	RKF196	19.057798	39.921498	3	19.057798	1	19.057798	1	0	0	0.7855926752676781	0.8742133605740734
RKF238	RKF160	39.772695	39.772695	1	39.772695	1	39.772695	1	39.772695	1	0.8913144918214723	0.8971157605337167
RKF021	RKF143	25.9708	39.716197	2	39.716197	2	25.9708	1	25.9708	1	0.8199084408459764	0.8982886257298879
RKF195	RKF147	39.450306000000005	39.450306000000005	1	39.450306000000005	1	39.450306000000005	1	39.450306000000005	1	0.8762816389845257	0.8881237940297378
RKF189	RKF089	39.3188	39.3188	1	39.3188	1	39.3188	1	39.3188	1	0.8849709305991702	0.8822468565951598
KUP004	KFJ036	10.5153024	39.28480158822631	4	0	0	0	0	0	0	0.8794218909613711	0.8957537235317115
RKF040	RKC030	39.214903	39.214903	1	39.214903	1	39.214903	1	39.214903	1	0.6047065945291513	0.7986707527776726
KFJ029	KFJ018	39.135498	39.135498	1	39.135498	1	39.135498	1	39.135498	1	0.8771392178376402	0.9185804547690212
RKC039	RKC020	30.7891	38.982408	2	30.7891	1	30.7891	1	30.7891	1	0.9075075984008676	0.9128674662328328
RKF007	RKF231	24.949399	38.515804	2	38.515804	2	24.949399	1	24.949399	1	0.6250362579294515	0.7193447088645908
RKF053	RKF237	18.050897	38.50309834785461	3	18.050897	1	18.050897	1	0	0	0.8665203738034883	0.8981751226463874
RKF154	RKF179	21.64620161056518	38.48630461056518	3	21.64620161056518	1	21.64620161056518	1	21.64620161056518	1	0.7023192463395256	0.8119758364546681
RKF209	RKC052	28.984904	38.473403	2	28.984904	1	28.984904	1	28.984904	1	0.8416758099706153	0.8967121940146041
RKF036	RKC039	25.916207000000004	38.367108	2	38.367108	2	25.916207000000004	1	25.916207000000004	1	0.7646450506349867	0.9075075984008676
RKF064	RKF053	28.118396	38.293194965454106	2	28.118396	1	28.118396	1	28.118396	1	0.6012006103943601	0.8665203738034883
RKF182	RKF192	24.88761	38.290811000000005	2	38.290811000000005	2	24.88761	1	24.88761	1	0.8842899120981675	0.8982507913687211
RKF136	RKF117	20.476204	38.137104	2	38.137104	2	38.137104	2	20.476204	1	0.846745614366968	0.9103325640346562
RKF036	RKC047	25.9117	38.1008975	2	38.1008975	2	25.9117	1	25.9117	1	0.7646450506349867	0.8680463597038831
RKF191	RKF046	14.665899	38.085601	3	27.7531	2	0	0	0	0	0.8717793500056752	0.911997275925996
RKF163	RKC016	38.0556	38.0556	1	38.0556	1	38.0556	1	38.0556	1	0.6917886824814297	0.900899196650398
RKF201	RKF195	38.002998	38.002998	1	38.002998	1	38.002998	1	38.002998	1	0.7008815406151867	0.8762816389845257
RKF040	RKC007	29.715705	37.919009	2	29.715705	1	29.715705	1	29.715705	1	0.6047065945291513	0.8689669958256088
RKF218	RKC039	23.094499	37.900698	2	37.900698	2	23.094499	1	23.094499	1	0.7906750911177531	0.9075075984008676
RKF158	RKF013	15.765901	37.65639862191772	3	15.765901	1	0	0	0	0	0.7125345238545647	0.7564223828080663
RKF191	RKF032	14.7082	37.601703	3	27.766701	2	0	0	0	0	0.8717793500056752	0.8903181869774129
RKC017	RKF029	24.27249	37.588895	2	37.588895	2	24.27249	1	24.27249	1	0.8847565358858915	0.88162889536276845
RKF007	RKC002	23.696998	37.446797	2	37.446797	2	23.696998	1	23.696998	1	0.6250362579294515	0.9120729446483296
RKF154	RKF201	37.406904	37.406904	1	37.406904	1	37.406904	1	37.406904	1	0.7023192463395256	0.7008815406151867
RKF089	RKC016	19.499505	37.315202	2	37.315202	2	37.315202	2	0	0	0.8822468565951598	0.900899196650398
RKF198	RKC039	23.046398	37.190699	2	37.190699	2	23.046398	1	23.046398	1	0.872283808154566	0.9075075984008676
RKF118	RKF210	19.928199	37.18269462072754	2	37.18269462072754	2	37.18269462072754	2	0	0	0.8588652213940701	0.8723720883306219
RKF034	RKC031	24.616402	37.0518025	2	37.0518025	2	24.616402	1	24.616402	1	0.8514370751516527	0.913119695307278
RKF064	RKF196	26.631104946136468	36.80550456047057	2	26.631104946136468	1	26.631104946136468	1	26.631104946136468	1	0.6012006103943601	0.8742133605740734
RKF064	RKF124	26.85940265655517	36.60899996757506	2	26.85940265655517	1	26.85940265655517	1	26.85940265655517	1	0.6012006103943601	0.880720870694765
RKF226	RKF194	26.8773	36.5931015	2	26.8773	1	26.8773	1	26.8773	1	0.8836341165046094	0.903333207218796
RKF148	RKF194	27.0131	36.488200000000006	2	27.0131	1	27.0131	1	27.0131	1	0.8562924848347269	0.903333207218796
RKF231	RKF002	17.340499	36.485999	3	17.340499	1	17.340499	1	0	0	0.7193447088645908	0.8210308602272584
RKF042	RKC052	26.110804	36.383203	2	26.110804	1	26.110804	1	26.110804	1	0.8349412936829228	0.8967121940146041
KFJ049	KFJ013	17.008209	36.3749155	3	17.008209	1	17.008209	1	0	0	0.7891238823099138	0.907621101484368
RKF021	RKC040	19.376299	36.1927	2	36.1927	2	36.1927	2	0	0	0.8199084408459764	0.8808469852319877
RKF036	RKF020	15.501599999999998	35.8791885	3	15.501599999999998	1	0	0	0	0	0.7646450506349867	0.8534044619323269
RKF034	RKC007	35.617995	35.617995	1	35.617995	1	35.617995	1	35.617995	1	0.8514370751516527	0.8689669958256088
RKF046	RKC023	17.7952	35.48109	2	35.48109	2	35.48109	2	0	0	0.911997275925996	0.918340837148298
RKF034	RKC017	35.46439409255981	35.46439409255981	1	35.46439409255981	1	35.46439409255981	1	35.46439409255981	1	0.8514370751516527	0.8847565358858915
RKF007	RKC036	23.8325	35.4095996	2	23.8325	1	23.8325	1	23.8325	1	0.6250362579294515	0.7723002030444049
RKF181	RKF192	13.458097	35.3831174	3	13.458097	1	0	0	0	0	0.834298109543087	0.8982507913687211
RKF209	RKC039	14.171886	35.2537805	3	26.300382	2	0	0	0	0	0.8416758099706153	0.9075075984008676
KFJ039	KUP022	18.521601	35.225204	3	18.521601	1	18.521601	1	0	0	0.7446432850314656	0.7754152321138058
KFJ017	KFJ036	27.111	35.181898000000004	2	27.111	1	27.111	1	27.111	1	0.8991462045830023	0.8957537235317115
KFJ028	KFJ030	13.964199999999998	34.997695500000006	3	13.964199999999998	1	0	0	0	0	0.6515833680148311	0.821383980931482
KFJ006	KFJ047	14.581501	34.937103	3	26.7379	2	0	0	0	0	0.9008865851966756	0.906032058315362
RKF139	RKC023	20.927298	34.840095	2	34.840095	2	20.927298	1	20.927298	1	0.8723973112380664	0.918340837148298
RKF007	RKC035	17.423797	34.743897000000004	2	34.743897000000004	2	34.743897000000004	2	0	0	0.6250362579294515	0.8932692671484243
KFJ039	KUP002	13.520002	34.669304000000004	3	25.5795	2	0	0	0	0	0.7446432850314656	0.869257059261221
RKF209	RKC051	25.151998	34.63569749999999	2	25.151998	1	25.151998	1	25.151998	1	0.8416758099706153	0.8862951332400085
RKF202	RKF169	23.443198	34.4621895	2	23.443198	1	23.443198	1	23.443198	1	0.7349576885727618	0.8460393729585209
RKF023	RKF213	22.3485	34.315998	2	22.3485	1	22.3485	1	22.3485	1	0.8495075227321454	0.8949970363083752
KFJ028	KFJ039	9.382093	34.24918702999877	4	0	0	0	0	0	0	0.6515833680148311	0.7446432850314656
RKF121	RKF147	12.384099	34.170896414062504	3	12.384099	1	0	0	0	0	0.8931431526112015	0.8881237940297378
RKF148	RKC021	20.472902	34.030202	2	34.030202	2	20.472902	1	20.472902	1	0.8562924848347269	0.8912388230991386
RKF010	RKC052	33.987606	33.987606	1	33.987606	1	33.987606	1	33.987606	1	0.821850604719206	0.8967121940146041
RKC051	RKF142	24.784899	33.808399	2	24.784899	1	24.784899	1	24.784899	1	0.8862951332400085	0.8843655808205012
KUP027	KFJ013	13.295388	33.78718770861816	3	13.295388	1	0	0	0	0	0.8822216336877152	0.907621101484368
RKF031	RKC031	33.756503	33.756503	1	33.756503	1	33.756503	1	33.756503	1	0.8852357711273379	0.913119695307278
RKF031	RKF238	33.753702000000004	33.753702000000004	1	33.753702000000004	1	33.753702000000004	1	33.753702000000004	1	0.8852357711273379	0.8913144918214723
RKF038	RKC039	17.549001999999998	33.730405	2	33.730405	2	33.730405	2	0	0	0.7456143669680804	0.9075075984008676
RKF036	RKF238	33.615002	33.615002	1	33.615002	1	33.615002	1	33.615002	1	0.7646450506349867	0.8913144918214723
RKF036	RKC031	33.612199999999994	33.612199999999994	1	33.612199999999994	1	33.612199999999994	1	33.612199999999994	1	0.7646450506349867	0.913119695307278
RKF036	RKC030	33.6109	33.6109	1	33.6109	1	33.6109	1	33.6109	1	0.7646450506349867	0.7986707527776726
RKF038	RKC047	17.779600000000002	33.598697	2	33.598697	2	17.779600000000002	1	0	0	0.7456143669680804	0.8680463597038831
RKF050	RKC040	33.589703	33.589703	1	33.589703	1	33.589703	1	33.589703	1	0.6935038401876584	0.8808469852319877
KFJ039	KUP005	33.479105999999994	33.479105999999994	1	33.479105999999994	1	33.479105999999994	1	33.479105999999994	1	0.7446432850314656	0.8391030734112721
RKF176	RKC014	25.026202	33.299201499999995	2	25.026202	1	25.026202	1	25.026202	1	0.7850377713038982	0.9027909147087384
RKF050	RKF021	19.132501	33.159104	2	33.159104	2	19.132501	1	0	0	0.6935038401876584	0.8199084408459764
RKF081	RKF201	12.8853	33.0519	3	12.8853	1	0	0	0	0	0.6682304869282282	0.7008815406151867
KFJ024	KFJ006	22.9608	33.001906000000005	2	22.9608	1	22.9608	1	22.9608	1	0.8118118875562786	0.9008865851966756
RKF042	RKC038	32.704604	32.704604	1	32.704604	1	32.704604	1	32.704604	1	0.8349412936829228	0.914607846846506
RKF038	RKF032	12.9991	32.689703	3	12.9991	1	0	0	0	0	0.7456143669680804	0.8903181869774129
RKF007	RKF015	32.6043	32.6043	1	32.6043	1	32.6043	1	32.6043	1	0.6250362579294515	0.8858663438134514
RKC033	RKF042	32.542598	32.542598	1	32.542598	1	32.542598	1	32.542598	1	0.5941381963098886	0.8349412936829228
KFJ034	KFJ006	23.5153	32.375501	2	23.5153	1	23.5153	1	23.5153	1	0.7307580744832457	0.9008865851966756
RKF013	RKC047	32.278794	32.278794	1	32.278794	1	32.278794	1	32.278794	1	0.7564223828080663	0.8680463597038831
RKF010	RKC002	32.278597	32.278597	1	32.278597	1	32.278597	1	32.278597	1	0.821850604719206	0.9120729446483296
RKF010	RKC031	32.278597	32.278597	1	32.278597	1	32.278597	1	32.278597	1	0.821850604719206	0.913119695307278
RKC033	RKF142	32.2648	32.2648	1	32.2648	1	32.2648	1	32.2648	1	0.5941381963098886	0.8843655808205012
RKF175	RKC040	32.255596	32.255596	1	32.255596	1	32.255596	1	32.255596	1	0.810197621479828	0.8808469852319877
RKF142	RKC045	32.162493	32.162493	1	32.162493	1	32.162493	1	32.162493	1	0.8843655808205012	0.9039511684511874
RKF062	RKF173	12.59240061044693	32.15070061044693	3	12.59240061044693	1	0	0	0	0	0.6632363512542091	0.8339071544776967
RKF047	RKC045	32.096595	32.096595	1	32.096595	1	32.096595	1	32.096595	1	0.8884012460116277	0.9039511684511874
RKF156	RKC045	31.992996	31.992996	1	31.992996	1	31.992996	1	31.992996	1	0.6884592586987502	0.9039511684511874
KFJ012	KFJ036	23.0142	31.7278984	2	23.0142	1	23.0142	1	23.0142	1	0.871350560579118	0.8957537235317115
RKF177	RKC048	22.915292	31.7005934	2	22.915292	1	22.915292	1	22.915292	1	0.842684726268397	0.8592687879131827
RKF037	RKC045	31.582797000000003	31.582797000000003	1	31.582797000000003	1	31.582797000000003	1	31.582797000000003	1	0.8975193270528293	0.9039511684511874
RKF037	RKC043	20.459503	31.574202	2	20.459503	1	20.459503	1	20.459503	1	0.8975193270528293	0.9098785517006546
RKF210	RKF162	16.911303997039788	31.525104997039787	2	31.525104997039787	2	16.911303997039788	1	0	0	0.8723720883306219	0.8697615174101119
RKF010	RKC047	31.5239	31.5239	1	31.5239	1	31.5239	1	31.5239	1	0.821850604719206	0.8680463597038831
RKF038	RKC052	21.53289318084716	31.418893180847164	2	21.53289318084716	1	21.53289318084716	1	21.53289318084716	1	0.7456143669680804	0.8967121940146041
RKC045	RKC020	31.418294000000003	31.418294000000003	1	31.418294000000003	1	31.418294000000003	1	31.418294000000003	1	0.9039511684511874	0.9128674662328328
KUP022	KFJ043	11.60879135131836	31.41109360287475	3	0	0	0	0	0	0	0.7754152321138058	0.8834575561524977
RKF037	RKC002	31.349796	31.349796	1	31.349796	1	31.349796	1	31.349796	1	0.8975193270528293	0.9120729446483296
RKF158	RKF162	20.1455	31.3367996	2	20.1455	1	20.1455	1	20.1455	1	0.7125345238545647	0.8697615174101119
RKC030	RKF042	31.3334	31.3334	1	31.3334	1	31.3334	1	31.3334	1	0.7986707527776726	0.8349412936829228
RKF142	RKC002	31.333	31.333	1	31.333	1	31.333	1	31.333	1	0.8843655808205012	0.9120729446483296
RKF013	RKC038	17.563699999999997	31.329696694564817	2	31.329696694564817	2	17.563699999999997	1	0	0	0.7564223828080663	0.914607846846506
RKF049	RKF015	16.9541	31.283596000000003	2	31.283596000000003	2	16.9541	1	0	0	0.6234976605753345	0.8858663438134514
RKC020	RKC002	31.268597	31.268597	1	31.268597	1	31.268597	1	31.268597	1	0.9128674662328328	0.9120729446483296
RKF013	RKC030	31.268597	31.268597	1	31.268597	1	31.268597	1	31.268597	1	0.7564223828080663	0.7986707527776726
RKC038	RKC020	31.2662	31.2662	1	31.2662	1	31.2662	1	31.2662	1	0.914607846846506	0.9128674662328328
