iid1	iid2	max_ibd	sum_ibd_8	n_ibd_8	sum_ibd_12	n_ibd_12	sum_ibd_16	n_ibd_16	sum_ibd_20	n_ibd_20	frac_gp1	frac_gp2
RKC040	RKC043	191.6491	1119.2357079208225	11	1119.2357079208225	11	1119.2357079208225	11	1119.2357079208225	11	0.8808469852319877	0.9098785517006546
RKF109	RKF133	191.9204	1118.681391058716	12	1118.681391058716	12	1118.681391058716	12	1118.681391058716	12	0.862081142093249	0.8617406328427478
RKF010	RKF002	116.6606	1106.547097591905	21	1087.802592991905	19	1074.2193949919051	18	1074.2193949919051	18	0.821850604719206	0.8210308602272584
RKF158	RKF213	122.54460453987122	1105.4208998032643	28	1088.5909051858025	26	1061.5690041858024	24	932.9945104370652	17	0.7125345238545647	0.8949970363083752
RKF014	RKC023	119.2524	1101.3463272880097	23	1081.684224084427	21	1067.983518317749	20	1048.4346164021988	19	0.8685255949453293	0.918340837148298
RKF040	RKF139	71.352404	1099.9577937875915	37	1030.4954900803834	30	1017.0227899613648	29	907.258988890152	23	0.6047065945291513	0.8723973112380664
KFJ030	KFJ017	116.7448878288269	1099.1278030088426	28	1078.6478083670884	26	1064.504901701286	25	1009.2111008198776	22	0.821383980931482	0.8991462045830023
RKF158	RKF157	160.45548915863037	1070.0056754093475	22	1041.0329739093474	19	1027.3065666198424	18	990.8025668536836	16	0.7125345238545647	0.921228860050698
KFJ007	KFJ018	148.2118	1066.9769751820984	16	1066.9769751820984	16	1053.5231816564026	15	1033.694981656403	14	0.8694336196133329	0.9185804547690212
RKF047	RKF157	93.4999	1046.142011428566	32	984.4480122051696	26	940.0132067423094	23	903.5762002601624	21	0.8884012460116277	0.921228860050698
RKF047	RKF213	93.08790564537048	1046.0205827067794	31	997.7216903279724	26	983.2165900777284	25	928.2459896066284	22	0.8884012460116277	0.8949970363083752
RKF061	RKF104	185.386	1038.638067474922	17	1029.2911770253984	16	1029.2911770253984	16	1012.2252770253984	15	0.7619840338995876	0.8757141235670236
RKF182	RKF129	135.40918827056885	1038.4809629032593	23	1007.8942704506378	20	978.325973450638	18	962.3118744506378	17	0.8842899120981675	0.8947195843264854
KFJ048	KFJ017	259.13620000000003	1032.1662018415907	23	1021.1139033415908	22	978.9745973415908	19	906.9197029205856	15	0.8704929817260035	0.8991462045830023
RKC036	RKC002	146.1088	1030.4522089322418	18	1021.8766085322418	17	978.126915979126	14	978.126915979126	14	0.7723002030444049	0.9120729446483296
RKF016	RKF037	100.54370164871216	1024.5424656967164	27	996.0628657440186	24	968.4370729153444	22	915.5154684187928	19	0.8520802592914886	0.8975193270528293
HNJ011	HNJ014	113.57619762420654	1024.271498267151	27	1001.1701088590391	25	975.9488091150284	23	959.7676091150284	22	0.678660159156546	0.7933991651217636
RKC030	RKC042	119.168	1019.4233849270628	21	976.503391781494	17	976.503391781494	17	958.606095829651	16	0.7986707527776726	0.9127161287881654
RKF191	RKF162	132.40959999999998	1010.2495045578308	19	1010.2495045578308	19	997.6072163498228	18	962.1771128094024	16	0.8717793500056752	0.8697615174101119
RKF013	RKF142	109.7268	1007.4311076940078	21	996.4819076940078	20	981.896808694008	19	944.376611743858	17	0.7564223828080663	0.8843655808205012
KFJ010	KFJ018	131.4226	1006.3541678771132	21	986.7360677172315	19	973.1770719935074	18	955.3238689935076	17	0.8489778416758099	0.9185804547690212
KFJ017	KFJ025	117.25668907165527	1002.6165872777192	24	992.7382856777192	23	979.149985677719	22	903.334185940506	18	0.8991462045830023	0.9016054380588452
KFJ048	KFJ040	101.77621	997.9264030568542	28	976.2990007512512	26	962.056900035614	25	907.73209466111	22	0.8704929817260035	0.8897002257450216
RKF099	RKF162	86.327195	997.7976949429471	25	986.2646908974608	24	958.584083586426	22	904.5320883090212	19	0.7340622753584806	0.8697615174101119
RKF199	RKF014	100.5215048789978	994.196086639328	24	952.0064861426544	20	924.9706863387296	18	924.9706863387296	18	0.8234396478882121	0.8685255949453293
RKF081	RKF104	171.7157	993.776118106842	19	984.5794134807588	18	968.7739154807588	17	968.7739154807588	17	0.6682304869282282	0.8757141235670236
RKF142	RKF160	132.01090097427368	990.0963847212296	26	959.1220800451734	23	931.3596908621292	21	913.8483945898514	20	0.8843655808205012	0.8971157605337167
RKC035	RKC042	119.7733	984.1587567966308	18	975.2177739780273	17	946.1758759780272	15	910.806086951538	13	0.8932692671484243	0.9127161287881654
RKF164	RKF147	91.93329811096191	981.3760922055588	26	970.3258917055588	25	905.6459872365187	20	888.5293872365189	19	0.7855926752676781	0.8881237940297378
RKC027	RKC043	76.9907	979.3448198670654	33	958.6537171239164	31	886.3122154709625	26	816.5421116557159	22	0.6432219741969657	0.9098785517006546
RKF002	RKF047	143.7896	966.0891195008468	26	936.9443078403856	23	881.6005098174973	19	806.5781105142137	15	0.8210308602272584	0.8884012460116277
RKF158	RKF029	194.15672	963.451523673912	24	942.5901185397108	22	902.912322579048	19	832.023910556404	15	0.7125345238545647	0.88162889536276845
KFJ053	KFJ017	268.7795	960.0290774445572	24	938.1570785384216	22	923.9819735384216	21	868.1897760774841	18	0.8915036636273063	0.8991462045830023
RKF156	RKF209	137.0223	958.7580806397362	24	916.6639819889946	20	888.4688869267387	18	776.7259899711265	12	0.6884592586987502	0.8416758099706153
KFJ020	KFJ048	116.58189000000002	957.7431579622532	21	948.4910629622536	20	905.034777730034	17	866.2350746088487	15	0.6489601856405988	0.8704929817260035
RKF047	RKF141	75.08569955825806	957.2076725159836	29	928.4488694849392	26	898.4313681646729	24	862.9751577898408	22	0.8884012460116277	0.8961572900508241
KFJ040	KFJ025	105.3434	954.0678796483916	25	954.0678796483916	25	911.6493866784972	22	892.5003936784973	21	0.8897002257450216	0.9016054380588452
KFJ007	KFJ015	79.35529947280884	953.8967604303168	32	923.513864654377	29	882.0473655394821	26	807.0819665291367	22	0.8694336196133329	0.9219603243665896
RKF040	RKF047	62.5116	952.051506237484	34	908.7792090285795	30	864.6044188193817	27	756.9174045446167	21	0.6047065945291513	0.8884012460116277
RKC036	RKC035	166.78920537233353	949.968803379734	16	941.0901193358496	15	941.0901193358496	15	923.6044172980384	14	0.7723002030444049	0.8932692671484243
RKF164	RKF226	119.5796	948.6078979053116	25	938.6733980455016	24	873.140595724472	19	855.911491682419	18	0.7855926752676781	0.8836341165046094
KFJ020	KFJ053	108.23641	947.2968240482178	18	947.2968240482178	18	917.1883083621824	16	897.6036053621826	15	0.6489601856405988	0.8915036636273063
RKF013	RKF010	134.0248	941.736482082573	19	920.9285840825728	17	907.2670830825728	16	868.7594870825731	14	0.7564223828080663	0.821850604719206
RKF014	RKC012	165.22759	938.8451644839248	23	918.3631643847428	21	891.6139643847428	19	853.8634667244645	17	0.8685255949453293	0.8967500283757709
RKC039	RKC002	124.97971057891846	934.0926099310682	24	912.7759087572862	22	897.0953095446397	21	880.5944075446396	20	0.9075075984008676	0.9120729446483296
RKF042	RKF029	78.09209823608398	932.881228595314	33	887.4560340934373	29	828.8304305200882	25	758.8962256847609	21	0.8349412936829228	0.88162889536276845
RKF238	RKC042	132.54039287567142	931.989254992859	16	913.385262349884	14	886.7584623498841	12	886.7584623498841	12	0.8913144918214723	0.9127161287881654
RKF050	RKF173	131.62660002708435	930.779071078575	16	920.2457710785752	15	920.2457710785752	15	920.2457710785752	15	0.6935038401876584	0.8339071544776967
RKF156	RKF010	148.7723	930.288906907028	18	930.288906907028	18	930.288906907028	18	857.4737984076384	14	0.6884592586987502	0.821850604719206
KFJ009	KFJ047	152.38531	928.6404358411864	17	908.2964225863954	15	868.9456205863952	12	868.9456205863952	12	0.722384069211658	0.906032058315362
RKC039	RKC031	122.7206	927.49298072715	21	915.76248072715	20	902.67048072715	19	847.1206805347672	16	0.9075075984008676	0.913119695307278
RKF144	RKF015	102.38969922065738	922.1961155507316	27	868.4015080306283	22	829.9983129218713	19	791.540110451233	17	0.5732410174920863	0.8858663438134514
RKF031	RKF047	74.86319541931152	921.1151743362196	33	861.3471740911253	27	831.8702811429748	25	763.1485933492431	21	0.8852357711273379	0.8884012460116277
RKC028	RKC043	143.1023	916.8869911457216	19	905.3517921457214	18	890.832696724884	17	852.693196724884	15	0.9073184265950336	0.9098785517006546
RKC030	RKC039	131.9014	914.4880987504652	26	883.770499358528	23	854.8037976915055	21	818.2468976915054	19	0.7986707527776726	0.9075075984008676
RKF156	RKF047	78.22709679603577	913.0604166058388	27	892.2948098034706	25	851.8845082627603	22	780.070598102684	18	0.6884592586987502	0.8884012460116277
KUP003	KUP005	98.93839359283449	908.0708804656052	24	878.207081580803	21	840.3790855808028	18	840.3790855808028	18	0.7313382013544701	0.8391030734112721
RKF210	RKF155	109.4976	907.9224121087036	25	840.0018058371277	19	840.0018058371277	19	820.8270035338135	18	0.8723720883306219	0.8712748918567843
RKF028	RKF023	147.54081	902.9692217071896	15	892.0705243071899	14	892.0705243071899	14	876.0119362792358	13	0.8328225694575814	0.8495075227321454
HNJ014	HNJ012	89.08769488334656	901.9951027811796	22	881.6672963153076	20	881.6672963153076	20	863.4670983153076	19	0.7933991651217636	0.7849116567666755
RKF164	RKF182	110.77860593795776	900.4907136117005	16	889.3526112117005	15	889.3526112117005	15	820.4769029379577	11	0.7855926752676781	0.8842899120981675
RKF156	RKF142	103.77489477396011	896.5676926272087	18	885.7973955767326	17	871.4230955767327	16	832.0557923245124	14	0.6884592586987502	0.8843655808205012
RKC029	RKC043	78.94319295883179	895.5055903823699	25	883.62469188237	24	854.474393746231	22	763.429991746231	17	0.8196183774103641	0.9098785517006546
RKF088	RKF098	122.1081	894.4788973689041	23	862.810198368904	20	835.0320913454055	18	815.0918938776016	17	0.8226829606648759	0.8645529870228141
RKF237	RKC016	115.2854	893.783785034439	20	875.1358818858338	18	861.3553828858336	17	861.3553828858336	17	0.8981751226463874	0.900899196650398
RKF038	RKF209	113.2533	893.7752708740173	19	874.9054715434968	17	862.7337709434967	16	845.0939699434966	15	0.7456143669680804	0.8416758099706153
RKF199	RKF010	117.4546	892.7664900271011	15	882.2160864271012	14	866.5878884271011	13	846.9703874271011	12	0.8234396478882121	0.821850604719206
KFJ047	KFJ022	107.0391	892.4350535689086	19	883.4569535689088	18	854.1474480117035	16	837.6314480117035	15	0.906032058315362	0.9113036459712712
RKC029	RKC038	125.65789	888.9092773603057	13	888.9092773603057	13	888.9092773603057	13	888.9092773603057	13	0.8196183774103641	0.914607846846506
KUP003	KUP002	189.6244	888.5582920451661	18	888.5582920451661	18	860.1821894493561	16	842.3913894493559	15	0.7313382013544701	0.869257059261221
RKC033	RKC046	138.58240246772766	885.3310047350235	24	831.0090152876436	19	772.0660192430573	15	734.5144207809526	13	0.5941381963098886	0.8943034063536504
RKC030	RKC046	111.0655	884.8570680736312	24	849.1013629070053	20	793.8834627697221	16	755.9456789150468	14	0.7986707527776726	0.8943034063536504
RKF016	RKF160	132.020103931427	884.0597224202576	25	856.6204083633118	22	826.90560760495	20	807.7737027644806	19	0.8520802592914886	0.8971157605337167
RKF038	RKF047	100.0473976135254	883.2671841998824	23	883.2671841998824	23	854.5861814000624	21	782.4632805383683	17	0.7456143669680804	0.8884012460116277
RKF218	RKF160	66.635203	883.1717914107207	30	854.2060976984864	27	766.5334857115172	21	693.8057771940612	17	0.7906750911177531	0.8971157605337167
RKC039	RKC038	113.2641	879.9791141126403	24	850.3551049802551	21	809.9705921499938	18	792.885493149994	17	0.9075075984008676	0.914607846846506
RKF142	RKF037	98.97170066833496	875.5361060420835	22	854.356103996643	20	839.2284034293975	19	785.5424047562408	16	0.8843655808205012	0.8975193270528293
RKF164	RKF237	82.7830970287323	873.5901700969926	26	852.0064700397721	24	794.5399667189331	20	758.0156882887574	18	0.7855926752676781	0.8981751226463874
KFJ012	KFJ015	124.64090000000002	873.395699137445	26	844.145595907547	23	801.324892947342	20	763.5680920253753	18	0.871350560579118	0.9219603243665896
RKF238	RKC023	136.9909	872.5946119219359	25	872.5946119219359	25	774.4385054080047	18	701.8916090223846	14	0.8913144918214723	0.918340837148298
RKC046	RKC002	115.18388986587524	870.1329858565293	22	851.1159868565292	20	823.5235818565293	18	732.9859763336106	13	0.8943034063536504	0.9120729446483296
RKF013	RKF218	97.4743	870.0921094495468	22	859.1451094495469	21	843.2509114495468	20	787.1191107384873	17	0.7564223828080663	0.7906750911177531
KFJ040	KFJ015	96.0158	869.027589687992	28	820.1746899106749	23	790.173892910675	21	752.674393910675	19	0.8897002257450216	0.9219603243665896
RKC015	RKC019	84.45959687232971	868.2950970744552	37	760.3619039383467	26	721.3869036656417	23	666.2997042988815	20	0.7079944005145473	0.751188629513324
RKF042	RKF162	101.9735	865.2598103270341	18	865.2598103270341	18	850.0818103270341	17	831.428918327034	16	0.8349412936829228	0.8697615174101119
RKC011	RKC012	148.6394	857.8752947903672	24	837.2246934033433	22	824.3931934033432	21	770.0579952763367	18	0.8776562874402533	0.8967500283757709
RKF013	RKF047	131.9959	851.3396032072447	20	821.224898813965	17	809.0424008357545	16	772.7506998357543	14	0.7564223828080663	0.8884012460116277
RKF042	RKF157	62.7771	849.7824479451917	31	817.827348839357	28	744.5480428926774	23	653.2109336747208	18	0.8349412936829228	0.921228860050698
RKF150	RKC043	71.41479849815369	849.180712635208	28	818.1919118097076	25	790.0258170927276	23	755.4490076864471	21	0.8876319473345693	0.9098785517006546
RKF218	RKF002	144.73879	847.3740899536514	17	836.3213920566942	16	804.6370947719954	14	787.6461947719955	13	0.7906750911177531	0.8210308602272584
RKF050	RKF052	97.5183	844.2362077350922	18	833.5513122196503	17	818.5585092196502	16	801.4192112196503	15	0.6935038401876584	0.8246377359918278
KFJ017	KFJ013	108.947	841.2755868493194	20	841.2755868493194	20	841.2755868493194	20	822.5818893967743	19	0.8991462045830023	0.907621101484368
RKF210	RKF032	92.1035	840.4158315562287	20	808.3311135854034	17	808.3311135854034	17	808.3311135854034	17	0.8723720883306219	0.8903181869774129
RKF198	RKF142	184.664	839.2827019416962	16	818.0423048500213	14	818.0423048500213	14	800.0922048500213	13	0.872283808154566	0.8843655808205012
RKF163	RKF148	92.05129742622375	832.6581155046904	21	805.1107112836228	18	777.6741112836228	16	757.771810448967	15	0.6917886824814297	0.8562924848347269
KFJ053	KFJ040	78.8115	825.0463270305405	27	803.2729291080246	25	803.2729291080246	25	708.831136573578	20	0.8915036636273063	0.8897002257450216
RKF209	RKF037	74.8184	821.1243724730606	21	810.7208719730605	20	798.4254708767165	19	763.4750714779128	17	0.8416758099706153	0.8975193270528293
RKC036	RKC043	85.54209499999999	815.9102827375565	18	798.0130876573716	16	770.3091876573715	14	770.3091876573715	14	0.7723002030444049	0.9098785517006546
KFJ010	KFJ023	133.51971	815.4519023587707	16	797.3294023587708	14	784.8361019587708	13	765.5351029587708	12	0.8489778416758099	0.8580328654484002
RKF113	RKF053	107.86821	815.229512659851	20	815.229512659851	20	757.1613135824585	16	741.1276164541625	15	0.8159484443771834	0.8665203738034883
KFJ017	KFJ015	75.350606	814.9065075263152	24	804.6880079263152	23	777.1342171185913	21	777.1342171185913	21	0.8991462045830023	0.9219603243665896
RKF064	RKF185	96.960497	813.7186892945502	22	741.1276854869079	15	725.573483486908	14	686.8948909748535	12	0.6012006103943601	0.8066664144375922
KUP002	KUP027	117.1735	812.1264224994775	22	785.246122436123	19	739.8296242519189	16	704.0222217588463	14	0.869257059261221	0.8822216336877152
RKF064	RKF182	115.8104	809.2461040394172	17	800.441198624836	16	784.5997980015144	15	765.1171990015145	14	0.6012006103943601	0.8842899120981675
RKF010	RKF191	103.69240045547484	808.6428179243926	18	799.3763222197418	17	755.4218186835175	14	719.4937124554747	12	0.821850604719206	0.8717793500056752
KFJ034	KFJ010	85.46679	807.8414869745865	23	758.6451887566695	18	746.6231881566697	17	729.9087881566695	16	0.7307580744832457	0.8489778416758099
RKF144	RKF231	113.26969563961028	807.040394764801	20	767.716004460907	16	753.2639046607972	15	680.8106977698059	11	0.5732410174920863	0.7193447088645908
RKF002	RKF014	119.2708	806.1618925467224	17	798.1068970099182	16	798.1068970099182	16	798.1068970099182	16	0.8210308602272584	0.8685255949453293
RKF010	RKF160	131.01481199264526	805.7475239049911	21	766.1319199424286	17	766.1319199424286	17	766.1319199424286	17	0.821850604719206	0.8971157605337167
RKF010	RKC020	152.995502948761	801.9156111424713	14	801.9156111424713	14	801.9156111424713	14	801.9156111424713	14	0.821850604719206	0.9128674662328328
RKF036	RKF032	97.8611	800.4206893191224	21	780.0317903191223	19	765.5050893191224	18	712.8008924373321	15	0.7646450506349867	0.8903181869774129
KFJ023	KFJ017	108.947	797.5640942155839	22	797.5640942155839	22	771.4705993234635	20	716.5919863649597	17	0.8580328654484002	0.8991462045830023
RKF036	RKF034	98.990303	797.2727297682785	19	770.2635243682785	16	754.8480253682785	15	736.3124233682785	14	0.7646450506349867	0.8514370751516527
RKF238	RKC046	192.68659	796.8244656285094	14	764.450781038742	11	764.450781038742	11	745.652981038742	10	0.8913144918214723	0.8943034063536504
RKF181	RKF148	70.46819925308228	795.0802236677704	26	762.3053043963014	23	718.7807055891113	20	648.1386092992858	16	0.834298109543087	0.8562924848347269
RKF062	RKF201	89.98149633407593	795.0281192104164	28	751.2135158860322	24	737.5614117467042	23	718.3437117467042	22	0.6632363512542091	0.7008815406151867
RKF210	RKF046	92.4621	793.8864758540419	21	754.4989724514236	17	723.4272797462692	15	704.5225797462692	14	0.8723720883306219	0.911997275925996
KFJ049	KFJ010	132.5437	793.7850997589799	16	774.7377977024765	14	759.1347798954697	13	740.6026828954697	12	0.7891238823099138	0.8489778416758099
RKF038	RKF010	112.5682	790.0367911950532	15	779.0790941950531	14	766.4532941950531	13	766.4532941950531	13	0.7456143669680804	0.821850604719206
RKF201	RKF176	122.58180379867554	789.5529375423507	24	737.3374382560577	19	679.585936486847	15	642.2921268345185	13	0.7008815406151867	0.7850377713038982
KFJ050	KFJ010	134.00099	787.7565681390457	18	778.5887777261429	17	751.3689815454178	15	751.3689815454178	15	0.7974600532203348	0.8489778416758099
RKF016	RKF198	91.93360209465028	784.993116423584	18	784.993116423584	18	769.798616423584	17	715.19611585604855	14	0.8520802592914886	0.872283808154566
RKF164	RKF088	166.18459224700928	784.619516298712	19	752.9814156189269	16	739.718914618927	15	721.3269176189269	14	0.7855926752676781	0.8226829606648759
RKF013	RKF016	92.1314	783.6533308171233	15	783.6533308171233	15	783.6533308171233	15	766.3419308171234	14	0.7564223828080663	0.8520802592914886
RKC028	RKC031	108.6359	781.8904889561062	13	781.8904889561062	13	781.8904889561062	13	781.8904889561062	13	0.9073184265950336	0.913119695307278
KFJ006	KFJ022	105.05719	781.7519917535934	15	772.5911917535933	14	760.3225917535933	13	743.6611887535934	12	0.9008865851966756	0.9113036459712712
KFJ010	KFJ051	89.950895	769.9047927570708	19	750.6614920316772	17	709.4049918401794	14	690.6815993536071	13	0.8489778416758099	0.8838611226716103
RKF042	RKF141	72.104811668396	768.5251138002731	27	748.352816200273	25	694.0518135498733	21	657.6679132855606	19	0.8349412936829228	0.8961572900508241
RKF156	RKF016	123.9704	768.0597995527266	17	746.2846969373702	15	746.2846969373702	15	709.1679964344024	13	0.6884592586987502	0.8520802592914886
RKF036	RKF046	80.08070000000001	767.7430214745423	24	746.0319222973113	22	689.5174316973114	18	616.6216287371522	14	0.7646450506349867	0.911997275925996
RKF042	RKF213	66.410196	767.2392832410446	31	705.8433772798629	25	648.950175694481	21	521.9077772972488	14	0.8349412936829228	0.8949970363083752
RKF014	RKC020	115.3723	765.6473984754487	16	757.0680014754486	15	731.117802444809	13	713.2873948253326	12	0.8685255949453293	0.9128674662328328
RKF155	RKF046	82.1782	765.1475129352035	24	734.9227962718429	21	719.8777911887588	20	642.7639910352401	16	0.8712748918567843	0.911997275925996
KFJ010	KFJ047	128.02119000000002	763.9714959495926	17	746.1783979495926	15	704.7609925882034	12	688.0782965882033	11	0.8489778416758099	0.906032058315362
KFJ020	KFJ024	103.2116	762.8249919911652	19	733.6532986661224	16	733.6532986661224	16	696.5563929578094	14	0.6489601856405988	0.8118118875562786
KFJ023	KFJ040	99.5502	760.1291992947693	19	749.5139935299987	18	749.5139935299987	18	691.305485598236	15	0.8580328654484002	0.8897002257450216
KFJ045	KFJ018	156.87780380249023	759.8587124196777	13	759.8587124196777	13	759.8587124196777	13	727.2034074196778	11	0.8985156318968888	0.9185804547690212
RKF158	RKF141	72.066796	756.6354114345512	21	745.7292114345512	20	730.8102164345512	19	658.7757169125786	15	0.7125345238545647	0.8961572900508241
KFJ023	KFJ045	109.2674	748.7330009237312	20	720.3280091640877	17	681.0890091328469	14	643.6653121515847	12	0.8580328654484002	0.8985156318968888
RKC036	RKC039	73.2193	746.9019102388611	25	737.0457100206604	24	695.2235094933013	21	658.5514060883025	19	0.7723002030444049	0.9075075984008676
RKC035	RKC038	112.9967	742.7047694028321	13	742.7047694028321	13	729.6385734028321	12	691.064482402832	10	0.8932692671484243	0.914607846846506
KFJ040	KFJ047	103.1606	742.5292841182785	21	725.1770836182785	19	698.5586926182785	17	630.1882923239975	13	0.8897002257450216	0.906032058315362
RKC028	RKC042	107.9098	740.9051888756713	13	740.9051888756713	13	724.9924888756714	12	724.9924888756714	12	0.9073184265950336	0.9127161287881654
KFJ045	KFJ006	99.7761	738.2461047692719	14	721.0159002692719	12	705.2307992692719	11	687.8237992692718	10	0.8985156318968888	0.9008865851966756
RKC011	RKF150	74.29270148277283	738.1020109650192	25	696.3563023822097	21	667.8475023822097	19	611.8328005906601	16	0.8776562874402533	0.8876319473345693
KFJ009	KFJ050	154.4515	737.6785920460662	14	728.5388992627105	13	714.3390999634704	12	679.3622959999999	10	0.722384069211658	0.7974600532203348
KFJ022	KFJ015	114.39829	737.6762819978867	19	729.3435824978867	18	729.3435824978867	18	692.7980844978866	16	0.9113036459712712	0.9219603243665896
RKC033	RKC045	113.4606	737.3328087338655	16	719.5535101338653	14	691.5698115330963	12	691.5698115330963	12	0.5941381963098886	0.9039511684511874
RKC030	RKC028	106.5646	734.4613046264343	18	734.4613046264343	18	674.7718946264345	14	656.1618946264344	13	0.7986707527776726	0.9073184265950336
KFJ040	KFJ013	67.47540235519409	734.0842004124083	21	724.3265028124084	20	724.3265028124084	20	686.8134018124084	18	0.8897002257450216	0.907621101484368
RKF156	RKF218	103.59991	730.7459862101746	18	719.4281862101744	17	692.4896880711975	15	657.1538910711974	13	0.6884592586987502	0.7906750911177531
RKF042	RKF031	78.36849689483643	730.3487006120299	27	686.2537986810303	23	602.9746089853516	17	548.0395949704895	14	0.8349412936829228	0.8852357711273379
RKF209	RKF160	86.1861	729.6120005054611	22	711.3634066928481	20	699.2349106928481	19	663.2366079947127	17	0.8416758099706153	0.8971157605337167
KFJ012	KFJ047	125.05	728.9558974498901	15	728.9558974498901	15	687.7308932001038	12	671.2148932001037	11	0.871350560579118	0.906032058315362
RKC036	RKF238	132.65309929847714	723.1980804988616	15	700.609398368454	13	686.845398368454	12	667.4664978404999	11	0.7723002030444049	0.8913144918214723
RKC021	RKC012	62.0811	722.5320982886061	23	691.398500203804	20	676.2856992038039	19	660.063198203804	18	0.8912388230991386	0.8967500283757709
RKC033	RKC011	94.166803	721.7720016612549	19	700.8642002715607	17	685.0265962715607	16	651.4049006338577	14	0.5941381963098886	0.8776562874402533
RKC050	RKF238	169.1651	720.2711857200013	11	712.1750867200012	10	712.1750867200012	10	712.1750867200012	10	0.8533792390248824	0.8913144918214723
RKF191	RKF142	151.3691	720.0097914081728	15	720.0097914081728	15	704.7622914653932	14	667.0155941993866	12	0.8717793500056752	0.8843655808205012
RKF098	RKF189	106.17089	718.0370967718277	24	687.3809110256346	21	630.5797056390685	17	613.0757049753113	16	0.8645529870228141	0.8849709305991702
RKC024	RKC029	130.9941	716.2840948416138	12	706.2684048416138	11	706.2684048416138	11	670.6333148416138	9	0.820501179170923	0.8196183774103641
KFJ020	KFJ029	102.9275	714.3855974313584	20	685.7897984233933	17	685.7897984233933	17	666.5942954269485	16	0.6489601856405988	0.8771392178376402
RKF088	RKC009	124.8704	713.70310070224	11	713.70310070224	11	686.5968986474304	9	686.5968986474304	9	0.8226829606648759	0.8899776777269116
RKF088	RKF194	58.3467960357666	713.2357811697768	28	675.0527868668136	24	635.9603861844635	21	598.9053820549774	19	0.8226829606648759	0.903333207218796
RKF040	RKF158	75.76289772987366	713.1253107555176	22	682.0900063625336	19	668.8888063625336	18	649.1420021251679	17	0.6047065945291513	0.7125345238545647
RKF238	RKC020	99.47940111160278	709.2867354775391	18	690.5830363764954	16	674.9779323764953	15	637.6545353764953	13	0.8913144918214723	0.9128674662328328
RKF040	RKF042	57.3903	708.0119132391434	31	653.2959222312012	25	555.5718185504455	18	499.5027186473389	15	0.6047065945291513	0.8349412936829228
RKF199	RKF238	87.7367	706.6806144362122	26	671.742217897339	22	569.2063150399932	15	550.5514170399932	14	0.8234396478882121	0.8913144918214723
RKC018	RKC039	78.1815	704.7988772142273	23	684.4188779483947	21	617.2674853477631	16	598.8340873394166	15	0.9011262028173987	0.9075075984008676
RKF029	RKF160	63.251305	702.8801816875609	28	673.5379892761382	25	646.3739947482755	23	572.4990964116515	19	0.88162889536276845	0.8971157605337167
RKF010	RKF037	100.56668519973758	702.2355626289673	25	674.4595581209717	22	616.596856294876	18	508.9506594895324	12	0.821850604719206	0.8975193270528293
RKF158	RKF210	94.8094	702.0996052520524	23	662.8504987276993	19	649.6021987276993	18	559.5055968838655	13	0.7125345238545647	0.8723720883306219
KFJ010	KFJ015	137.65169	701.2763763144974	15	691.9579769144973	14	634.1721749242554	10	634.1721749242554	10	0.8489778416758099	0.9219603243665896
RKF139	RKF046	87.40001	701.2309186098937	23	649.8670032435759	18	606.0552969550935	15	552.9680803394165	12	0.8723973112380664	0.911997275925996
RKC024	RKC014	101.37211	700.6354974683243	22	662.0055958433609	18	646.4493974848251	17	593.5409116893081	14	0.820501179170923	0.9027909147087384
KFJ007	KFJ013	79.105395	698.5328802416686	20	680.8902797416687	18	667.3182787416687	17	593.7230852919312	13	0.8694336196133329	0.907621101484368
KFJ049	KFJ012	67.18631	692.6691960494079	19	683.3882998625793	18	642.5850103893586	15	604.2328066217193	13	0.7891238823099138	0.871350560579118
RKF155	RKF032	99.6487	692.2065941354981	22	659.7412017843476	19	615.4837066057434	16	597.0574046057434	15	0.8712748918567843	0.8903181869774129
RKF209	RKF198	98.76739978790285	688.8312018199615	16	677.8436028199616	15	650.4325028199615	13	612.9334089367829	11	0.8416758099706153	0.872283808154566
KFJ010	KFJ045	113.2688	688.8016141947785	14	688.8016141947785	14	647.5053107308197	11	647.5053107308197	11	0.8489778416758099	0.8985156318968888
RKF136	RKF182	119.7214	685.0286999999998	13	674.2197999999999	12	674.2197999999999	12	674.2197999999999	12	0.846745614366968	0.8842899120981675
KFJ017	KFJ047	180.57339191436768	683.5599042219085	16	673.4589047219085	15	645.4967027219086	13	577.6826077219085	9	0.8991462045830023	0.906032058315362
KUP003	KUP027	84.5625	681.4844141784363	20	652.4775105019224	17	640.1894110019225	16	607.6113130019226	14	0.7313382013544701	0.8822216336877152
RKF210	RKF047	72.013295	681.0281855219497	24	632.5398877785109	19	592.5809822517776	16	575.2453812517775	15	0.8723720883306219	0.8884012460116277
KFJ045	KFJ015	129.1138	680.8615112155303	18	656.0977962155304	15	640.5091952155303	14	622.4693964789581	13	0.8985156318968888	0.9219603243665896
RKF099	RKF010	112.1806	679.2837027690124	18	668.4569958827209	17	627.0988940013123	14	554.2036921517793	10	0.7340622753584806	0.821850604719206
KFJ017	KFJ006	135.66	674.8869992970032	13	656.4925	11	644.2239	10	626.322	9	0.8991462045830023	0.9008865851966756
RKC028	RKC002	88.64929676055908	674.1500233758911	16	663.8539229758911	15	650.8825217612915	14	650.8825217612915	14	0.9073184265950336	0.9120729446483296
