iid1	iid2	max_IBD	sum_IBD>8	n_IBD>8	sum_IBD>12	n_IBD>12	sum_IBD>16	n_IBD>16	sum_IBD>20	n_IBD>20
RKF046	RKC023	17.795200645923607	35.48109084367751	2	35.48109084367751	2	35.48109084367751	2	0	0
RKF034	RKC017	35.46439409255981	35.46439409255981	1	35.46439409255981	1	35.46439409255981	1	35.46439409255981	1
RKF007	RKC036	23.83249998092651	35.40959954261779	2	23.83249998092651	1	23.83249998092651	1	23.83249998092651	1
RKF181	RKF192	13.45809698104858	35.38311719894408	3	13.45809698104858	1	0	0	0	0
RKF209	RKC039	14.171886444091792	35.25378108024596	3	26.30038261413573	2	0	0	0	0
KFJ039	KUP022	18.52160096168518	35.225203633308404	3	18.52160096168518	1	18.52160096168518	1	0	0
KFJ036	KFJ017	27.11099982261657	35.18189787864684	2	27.11099982261657	1	27.11099982261657	1	27.11099982261657	1
RKF220	RKF147	35.14009974896908	35.14009974896908	1	35.14009974896908	1	35.14009974896908	1	35.14009974896908	1
KFJ028	KFJ030	13.96420001983642	34.99769568443297	3	13.96420001983642	1	0	0	0	0
KFJ006	KFJ047	14.581501483917233	34.93710416951215	3	26.73790115513838	2	0	0	0	0
RKF139	RKC023	20.92729806900024	34.84009504318237	2	34.84009504318237	2	20.92729806900024	1	20.92729806900024	1
RKO010	RKF263	17.604100704193108	34.790599346160874	2	34.790599346160874	2	34.790599346160874	2	0	0
RKF007	RKC035	17.42379665374755	34.74389612674712	2	34.74389612674712	2	34.74389612674712	2	0	0
KFJ039	KUP002	13.5200023651123	34.669303894042955	3	25.579500198364247	2	0	0	0	0
RKF013	RKF170	14.732101559638968	34.6639961004257	3	14.732101559638968	1	0	0	0	0
RKF209	RKC051	25.15199780464172	34.63569693267345	2	25.15199780464172	1	25.15199780464172	1	25.15199780464172	1
RKF202	RKF169	23.44319820404052	34.46218967437743	2	23.44319820404052	1	23.44319820404052	1	23.44319820404052	1
RKF023	RKF213	22.3484992980957	34.31599736213683	2	22.3484992980957	1	22.3484992980957	1	22.3484992980957	1
KFJ028	KFJ039	9.38209295272827	34.249186515808084	4	0	0	0	0	0	0
RKF147	RKF121	12.38409876823425	34.170895814895616	3	12.38409876823425	1	0	0	0	0
RKF148	RKC021	20.47290205955505	34.030202031135545	2	34.030202031135545	2	20.47290205955505	1	20.47290205955505	1
RKF010	RKC052	33.98760557174682	33.98760557174682	1	33.98760557174682	1	33.98760557174682	1	33.98760557174682	1
RKF142	RKC051	24.78489875793457	33.80839899182319	2	24.78489875793457	1	24.78489875793457	1	24.78489875793457	1
KUP027	KFJ013	13.29538822174072	33.7871879339218	3	13.29538822174072	1	0	0	0	0
RKF031	RKC031	33.75650346279144	33.75650346279144	1	33.75650346279144	1	33.75650346279144	1	33.75650346279144	1
RKF031	RKF238	33.753702044487	33.753702044487	1	33.753702044487	1	33.753702044487	1	33.753702044487	1
KFJ028	KUP026	16.36599898338318	33.74229669570923	3	16.36599898338318	1	16.36599898338318	1	0	0
RKF038	RKC039	17.54900217056274	33.73040556907653	2	33.73040556907653	2	33.73040556907653	2	0	0
RKF036	RKF238	33.61500203609466	33.61500203609466	1	33.61500203609466	1	33.61500203609466	1	33.61500203609466	1
RKF036	RKC031	33.61220061779022	33.61220061779022	1	33.61220061779022	1	33.61220061779022	1	33.61220061779022	1
RKF036	RKC030	33.61090123653412	33.61090123653412	1	33.61090123653412	1	33.61090123653412	1	33.61090123653412	1
RKF038	RKC047	17.77960062026977	33.59869718551634	2	33.59869718551634	2	17.77960062026977	1	0	0
RKF050	RKC040	33.58970284461975	33.58970284461975	1	33.58970284461975	1	33.58970284461975	1	33.58970284461975	1
KUP026	KFJ041	12.4245997518301	33.50679539144038	3	12.4245997518301	1	0	0	0	0
KFJ039	KUP005	33.47910642623901	33.47910642623901	1	33.47910642623901	1	33.47910642623901	1	33.47910642623901	1
RKF176	RKC014	25.02620220184326	33.29920172691345	2	25.02620220184326	1	25.02620220184326	1	25.02620220184326	1
RKF156	RKF170	16.92579984664917	33.23850035667419	2	33.23850035667419	2	33.23850035667419	2	0	0
RKF193	RKF237	33.1930011510849	33.1930011510849	1	33.1930011510849	1	33.1930011510849	1	33.1930011510849	1
RKF050	RKF021	19.132500886917107	33.15910398960113	2	33.15910398960113	2	19.132500886917107	1	0	0
RKF170	RKC023	20.84739804267883	33.118596673011766	2	33.118596673011766	2	20.84739804267883	1	20.84739804267883	1
RKF081	RKF201	12.88529932498932	33.0518990755081	3	12.88529932498932	1	0	0	0	0
KFJ024	KFJ006	22.96080030500888	33.001906052231774	2	22.96080030500888	1	22.96080030500888	1	22.96080030500888	1
KFJ006	KFJ033	23.35689663887024	32.74139761924743	2	23.35689663887024	1	23.35689663887024	1	23.35689663887024	1
RKF042	RKC038	32.70460367202759	32.70460367202759	1	32.70460367202759	1	32.70460367202759	1	32.70460367202759	1
RKF038	RKF032	12.99909949302673	32.68970251083372	3	12.99909949302673	1	0	0	0	0
RKF228	RKF098	32.66130238771438	32.66130238771438	1	32.66130238771438	1	32.66130238771438	1	32.66130238771438	1
RKF007	RKF015	32.60430060327053	32.60430060327053	1	32.60430060327053	1	32.60430060327053	1	32.60430060327053	1
RKC033	RKF042	32.54259824752807	32.54259824752807	1	32.54259824752807	1	32.54259824752807	1	32.54259824752807	1
KFJ034	KFJ006	23.51530011510476	32.37550043559167	2	23.51530011510476	1	23.51530011510476	1	23.51530011510476	1
RKF080	RKF104	32.295000553131096	32.295000553131096	1	32.295000553131096	1	32.295000553131096	1	32.295000553131096	1
RKF013	RKC047	32.27879405021667	32.27879405021667	1	32.27879405021667	1	32.27879405021667	1	32.27879405021667	1
RKF010	RKC002	32.27859735488891	32.27859735488891	1	32.27859735488891	1	32.27859735488891	1	32.27859735488891	1
RKF010	RKC031	32.27859735488891	32.27859735488891	1	32.27859735488891	1	32.27859735488891	1	32.27859735488891	1
RKC033	RKF142	32.264798879623406	32.264798879623406	1	32.264798879623406	1	32.264798879623406	1	32.264798879623406	1
RKF175	RKC040	32.25559592247009	32.25559592247009	1	32.25559592247009	1	32.25559592247009	1	32.25559592247009	1
KFJ027	KFJ033	12.4540998134762	32.1887804660946	3	12.4540998134762	1	0	0	0	0
RKF142	RKC045	32.16249346733093	32.16249346733093	1	32.16249346733093	1	32.16249346733093	1	32.16249346733093	1
RKF062	RKF173	12.59240061044693	32.15070068836211	3	12.59240061044693	1	0	0	0	0
RKF047	RKC045	32.09659457206726	32.09659457206726	1	32.09659457206726	1	32.09659457206726	1	32.09659457206726	1
RKF193	RKF172	12.44390066713094	32.05339887790613	3	12.44390066713094	1	0	0	0	0
RKF156	RKC045	31.992995738983147	31.992995738983147	1	31.992995738983147	1	31.992995738983147	1	31.992995738983147	1
KFJ012	KFJ036	23.01419973373413	31.72789812088012	2	23.01419973373413	1	23.01419973373413	1	23.01419973373413	1
RKF177	RKC048	22.91529178619384	31.70059323310851	2	22.91529178619384	1	22.91529178619384	1	22.91529178619384	1
RKF037	RKC045	31.58279657363891	31.58279657363891	1	31.58279657363891	1	31.58279657363891	1	31.58279657363891	1
RKF037	RKC043	20.45950293540954	31.57420158386229	2	20.45950293540954	1	20.45950293540954	1	20.45950293540954	1
RKF162	RKF210	16.911303997039788	31.52510523796081	2	31.52510523796081	2	16.911303997039788	1	0	0
RKF010	RKC047	31.523901224136356	31.523901224136356	1	31.523901224136356	1	31.523901224136356	1	31.523901224136356	1
RKF021	RKF084	31.4719021320343	31.4719021320343	1	31.4719021320343	1	31.4719021320343	1	31.4719021320343	1
RKF038	RKC052	21.53289318084716	31.418893672525872	2	21.53289318084716	1	21.53289318084716	1	21.53289318084716	1
RKC045	RKC020	31.41829371452331	31.41829371452331	1	31.41829371452331	1	31.41829371452331	1	31.41829371452331	1
KUP022	KFJ043	11.60879135131836	31.41109347343444	3	0	0	0	0	0	0
RKF037	RKC002	31.34979605674743	31.34979605674743	1	31.34979605674743	1	31.34979605674743	1	31.34979605674743	1
RKF058	RKF042	20.32620310783386	31.346803903579712	2	20.32620310783386	1	20.32620310783386	1	20.32620310783386	1
RKF158	RKF162	20.14549970626831	31.336799263954163	2	20.14549970626831	1	20.14549970626831	1	20.14549970626831	1
RKC030	RKF042	31.33339881896972	31.33339881896972	1	31.33339881896972	1	31.33339881896972	1	31.33339881896972	1
RKF142	RKC002	31.33299946784973	31.33299946784973	1	31.33299946784973	1	31.33299946784973	1	31.33299946784973	1
RKF013	RKC038	17.56370067596435	31.329697370529168	2	31.329697370529168	2	17.56370067596435	1	0	0
KUP024	KUP003	18.31840276718139	31.28589987754821	2	31.28589987754821	2	18.31840276718139	1	0	0
RKF049	RKF015	16.95410013198852	31.28359615802764	2	31.28359615802764	2	16.95410013198852	1	0	0
RKC020	RKC002	31.26859664916992	31.26859664916992	1	31.26859664916992	1	31.26859664916992	1	31.26859664916992	1
RKF013	RKC030	31.26859664916992	31.26859664916992	1	31.26859664916992	1	31.26859664916992	1	31.26859664916992	1
RKC030	RKC020	31.26620054244995	31.26620054244995	1	31.26620054244995	1	31.26620054244995	1	31.26620054244995	1
RKF142	RKC031	31.26620054244995	31.26620054244995	1	31.26620054244995	1	31.26620054244995	1	31.26620054244995	1
RKC038	RKC020	31.26620054244995	31.26620054244995	1	31.26620054244995	1	31.26620054244995	1	31.26620054244995	1
RKC030	RKF142	31.26620054244995	31.26620054244995	1	31.26620054244995	1	31.26620054244995	1	31.26620054244995	1
RKC031	RKC020	31.255197525024407	31.255197525024407	1	31.255197525024407	1	31.255197525024407	1	31.255197525024407	1
RKF010	RKC038	31.230896711349487	31.230896711349487	1	31.230896711349487	1	31.230896711349487	1	31.230896711349487	1
KUP026	RKF043	12.25259900093078	31.17690309882163	3	12.25259900093078	1	0	0	0	0
RKC030	RKF010	31.129497289657596	31.129497289657596	1	31.129497289657596	1	31.129497289657596	1	31.129497289657596	1
RKF081	RKF129	20.18120288848877	31.126803159713734	2	20.18120288848877	1	20.18120288848877	1	20.18120288848877	1
RKC016	RKC028	19.107699394226067	31.033110618591294	2	19.107699394226067	1	19.107699394226067	1	0	0
RKF042	RKC051	21.50310277938842	31.028402224183072	2	21.50310277938842	1	21.50310277938842	1	21.50310277938842	1
RKF231	RKF155	21.24590277671814	31.005004048347462	2	21.24590277671814	1	21.24590277671814	1	21.24590277671814	1
RKF156	RKC038	30.958902835845947	30.958902835845947	1	30.958902835845947	1	30.958902835845947	1	30.958902835845947	1
RKF080	RKF237	30.949696898460388	30.949696898460388	1	30.949696898460388	1	30.949696898460388	1	30.949696898460388	1
RKC032	RKC043	30.86320161819458	30.86320161819458	1	30.86320161819458	1	30.86320161819458	1	30.86320161819458	1
RKF156	RKC039	30.84210157394409	30.84210157394409	1	30.84210157394409	1	30.84210157394409	1	30.84210157394409	1
RKF040	RKC042	18.19300055503845	30.78559637069702	2	30.78559637069702	2	18.19300055503845	1	0	0
RKF084	RKF150	18.939995765686028	30.76188564300536	2	18.939995765686028	1	18.939995765686028	1	0	0
RKF010	RKC039	30.751705169677727	30.751705169677727	1	30.751705169677727	1	30.751705169677727	1	30.751705169677727	1
KUP017	KUP011	17.46929883956909	30.72069883346557	2	30.72069883346557	2	17.46929883956909	1	0	0
RKF199	RKC039	20.65030336380005	30.696702003479	2	20.65030336380005	1	20.65030336380005	1	20.65030336380005	1
RKF023	RKF139	16.13869667053222	30.68569898605346	2	30.68569898605346	2	16.13869667053222	1	0	0
RKF062	RKC016	16.60320162773132	30.67789673805236	2	30.67789673805236	2	16.60320162773132	1	0	0
RKF058	RKF002	22.50329852104187	30.628597736358643	2	22.50329852104187	1	22.50329852104187	1	22.50329852104187	1
RKF013	RKC031	30.536997318267822	30.536997318267822	1	30.536997318267822	1	30.536997318267822	1	30.536997318267822	1
KUP026	KFJ043	10.72120666503906	30.46540617942808	3	0	0	0	0	0	0
RKF013	RKC045	30.433696508407596	30.433696508407596	1	30.433696508407596	1	30.433696508407596	1	30.433696508407596	1
RKF156	RKC031	30.42879700660705	30.42879700660705	1	30.42879700660705	1	30.42879700660705	1	30.42879700660705	1
RKF144	RKC029	30.42370080947876	30.42370080947876	1	30.42370080947876	1	30.42370080947876	1	30.42370080947876	1
RKF251	RKF051	21.43069952726364	30.365996062755585	2	21.43069952726364	1	21.43069952726364	1	21.43069952726364	1
RKF156	RKC002	30.323296785354607	30.323296785354607	1	30.323296785354607	1	30.323296785354607	1	30.323296785354607	1
RKF156	RKC030	30.26250004768371	30.26250004768371	1	30.26250004768371	1	30.26250004768371	1	30.26250004768371	1
RKF088	RKF109	17.20329970121383	30.24050444364547	2	30.24050444364547	2	17.20329970121383	1	0	0
RKF013	RKC039	30.22480010986328	30.22480010986328	1	30.22480010986328	1	30.22480010986328	1	30.22480010986328	1
RKC007	RKF210	19.349706172943108	30.18031120300292	2	19.349706172943108	1	19.349706172943108	1	0	0
RKF161	KFJ036	11.88310384750366	30.141401290893537	3	0	0	0	0	0	0
RKC008	RKF034	30.126595497131348	30.126595497131348	1	30.126595497131348	1	30.126595497131348	1	30.126595497131348	1
RKF124	RKF237	21.14990041591227	30.10679767467081	2	21.14990041591227	1	21.14990041591227	1	21.14990041591227	1
RKF099	RKF061	10.68480014801025	30.079096555709828	3	0	0	0	0	0	0
RKF226	RKC021	16.69730544090271	30.018404126167287	2	30.018404126167287	2	16.69730544090271	1	0	0
RKC033	RKF199	29.951107501983643	29.951107501983643	1	29.951107501983643	1	29.951107501983643	1	29.951107501983643	1
RKF199	RKC047	29.9509048461914	29.9509048461914	1	29.9509048461914	1	29.9509048461914	1	29.9509048461914	1
RKF231	RKC045	29.94869351387024	29.94869351387024	1	29.94869351387024	1	29.94869351387024	1	29.94869351387024	1
KFJ009	KFJ032	11.26930117607116	29.89310920238493	3	0	0	0	0	0	0
RKF231	RKC047	29.87300157546997	29.87300157546997	1	29.87300157546997	1	29.87300157546997	1	29.87300157546997	1
RKF158	RKF020	18.53280030190944	29.87289391458033	2	18.53280030190944	1	18.53280030190944	1	0	0
RKC033	RKF010	16.72469973564148	29.860401153564453	2	29.860401153564453	2	16.72469973564148	1	0	0
RKC033	RKF141	16.127899289131157	29.81429980136453	2	29.81429980136453	2	16.127899289131157	1	0	0
RKF011	RKF061	10.27120351791381	29.803109169006326	3	0	0	0	0	0	0
RKF040	RKF231	11.84739917516708	29.79629486799239	3	0	0	0	0	0	0
KFJ009	KUP001	16.79779887199401	29.79390025138854	2	29.79390025138854	2	16.79779887199401	1	0	0
RKC033	RKC020	16.62439703941345	29.76009845733642	2	29.76009845733642	2	16.62439703941345	1	0	0
RKF170	RKC039	29.75329160690307	29.75329160690307	1	29.75329160690307	1	29.75329160690307	1	29.75329160690307	1
RKF039	KUP026	19.7077989578247	29.70079779624938	2	19.7077989578247	1	19.7077989578247	1	0	0
KUP026	KFJ031	12.33350038528442	29.679977893829328	3	12.33350038528442	1	0	0	0	0
KUP017	KUP012	16.98179841041565	29.59980070590973	2	29.59980070590973	2	16.98179841041565	1	0	0
RKC033	RKF231	29.59389686584472	29.59389686584472	1	29.59389686584472	1	29.59389686584472	1	29.59389686584472	1
RKF037	RKC042	29.55539971590042	29.55539971590042	1	29.55539971590042	1	29.55539971590042	1	29.55539971590042	1
RKC033	RKF036	29.490098357200623	29.490098357200623	1	29.490098357200623	1	29.490098357200623	1	29.490098357200623	1
RKF210	RKC039	20.13070583343505	29.42580580711363	2	20.13070583343505	1	20.13070583343505	1	20.13070583343505	1
RKF040	RKC047	18.34149956703186	29.41409945487976	2	18.34149956703186	1	18.34149956703186	1	0	0
RKF084	RKC042	29.39569936133921	29.39569936133921	1	29.39569936133921	1	29.39569936133921	1	29.39569936133921	1
RKF175	RKF170	17.55790114402771	29.266399145126343	2	17.55790114402771	1	17.55790114402771	1	0	0
RKF013	RKF032	14.78820070624351	29.2595975100994	2	29.2595975100994	2	0	0	0	0
RKF198	RKF132	29.228103160858147	29.228103160858147	1	29.228103160858147	1	29.228103160858147	1	29.228103160858147	1
RKF231	RKC038	29.203498363494862	29.203498363494862	1	29.203498363494862	1	29.203498363494862	1	29.203498363494862	1
RKF231	RKC031	29.201102256774902	29.201102256774902	1	29.201102256774902	1	29.201102256774902	1	29.201102256774902	1
RKF231	RKC030	29.201102256774902	29.201102256774902	1	29.201102256774902	1	29.201102256774902	1	29.201102256774902	1
RKF231	RKC002	29.201102256774902	29.201102256774902	1	29.201102256774902	1	29.201102256774902	1	29.201102256774902	1
RKF032	RKC020	14.603793621063229	29.198193550109863	2	29.198193550109863	2	0	0	0	0
RKF080	RKF176	12.43960070423781	29.06790184788404	3	12.43960070423781	1	0	0	0	0
RKF084	RKC045	29.017301090061657	29.017301090061657	1	29.017301090061657	1	29.017301090061657	1	29.017301090061657	1
RKF058	RKF016	17.2294020652771	28.95990014076233	2	17.2294020652771	1	17.2294020652771	1	0	0
RKC016	RKF117	28.945499658584588	28.945499658584588	1	28.945499658584588	1	28.945499658584588	1	28.945499658584588	1
RKF109	RKC016	28.91740202903747	28.91740202903747	1	28.91740202903747	1	28.91740202903747	1	28.91740202903747	1
RKF231	RKC039	28.82259488105774	28.82259488105774	1	28.82259488105774	1	28.82259488105774	1	28.82259488105774	1
KUP012	KUP014	28.76700013875961	28.76700013875961	1	28.76700013875961	1	28.76700013875961	1	28.76700013875961	1
RKC001	RKF074	16.98279976844787	28.75330448150634	2	16.98279976844787	1	16.98279976844787	1	0	0
RKF084	RKC047	28.69299913290888	28.69299913290888	1	28.69299913290888	1	28.69299913290888	1	28.69299913290888	1
KUP024	KFJ039	15.165305137634268	28.672409057617177	2	28.672409057617177	2	0	0	0	0
KFJ008	RKF039	10.23700237274169	28.629304468631737	3	0	0	0	0	0	0
RKO004	RKF243	28.62299680709839	28.62299680709839	1	28.62299680709839	1	28.62299680709839	1	28.62299680709839	1
RKF158	RKF016	17.51159429550171	28.5398930311203	2	17.51159429550171	1	17.51159429550171	1	0	0
RKF076	RKF176	18.32391023635864	28.53771448135375	2	18.32391023635864	1	18.32391023635864	1	0	0
RKF160	RKC038	28.40330004692077	28.40330004692077	1	28.40330004692077	1	28.40330004692077	1	28.40330004692077	1
KUP022	KFJ029	12.12267875671386	28.373876214027383	3	12.12267875671386	1	0	0	0	0
RKF142	RKC038	28.34540605545044	28.34540605545044	1	28.34540605545044	1	28.34540605545044	1	28.34540605545044	1
KUP022	KUP004	9.8231017589569	28.307104110717763	3	0	0	0	0	0	0
RKF099	RKF046	28.28209400177002	28.28209400177002	1	28.28209400177002	1	28.28209400177002	1	28.28209400177002	1
RKF155	RKC016	16.7961984872818	28.218397498130788	2	16.7961984872818	1	16.7961984872818	1	0	0
KUP002	KFJ018	10.86180210113525	28.20179462432861	3	0	0	0	0	0	0
RKF051	RKF273	18.4342011809349	28.10730189085006	2	18.4342011809349	1	18.4342011809349	1	0	0
RKC033	RKF084	28.04629891179502	28.04629891179502	1	28.04629891179502	1	28.04629891179502	1	28.04629891179502	1
RKF220	RKF098	19.61790323257446	27.93760299682616	2	19.61790323257446	1	19.61790323257446	1	0	0
KFJ020	KFJ036	27.82059907913208	27.82059907913208	1	27.82059907913208	1	27.82059907913208	1	27.82059907913208	1
KUP026	KFJ033	10.01219749450683	27.781003713607777	3	0	0	0	0	0	0
RKF076	RKF173	16.49409937672317	27.77909892611205	2	16.49409937672317	1	16.49409937672317	1	0	0
KFJ028	KUP022	14.25949931144714	27.766793966293328	2	27.766793966293328	2	0	0	0	0
RKF064	RKF110	27.69880294799804	27.69880294799804	1	27.69880294799804	1	27.69880294799804	1	27.69880294799804	1
RKF172	RKF182	17.457000724971287	27.68120002001523	2	17.457000724971287	1	17.457000724971287	1	0	0
HNJ016	KFJ049	10.34639924764633	27.648310363292683	3	0	0	0	0	0	0
RKF176	RKF113	27.602803707122803	27.602803707122803	1	27.602803707122803	1	27.602803707122803	1	27.602803707122803	1
KFJ039	KFJ038	10.33079624176025	27.55069732666014	3	0	0	0	0	0	0
RKF058	RKF185	27.47979164123535	27.47979164123535	1	27.47979164123535	1	27.47979164123535	1	27.47979164123535	1
RKF081	RKF109	18.76798868179321	27.383387088775628	2	18.76798868179321	1	18.76798868179321	1	0	0
RKF034	RKC042	27.34379768371582	27.34379768371582	1	27.34379768371582	1	27.34379768371582	1	27.34379768371582	1
RKF185	RKC020	17.41899996995926	27.340097725391377	2	17.41899996995926	1	17.41899996995926	1	0	0
RKF076	RKF129	17.01120138168335	27.22430229187011	2	17.01120138168335	1	17.01120138168335	1	0	0
HNJ015	RKF102	18.25460195541381	27.12730169296263	2	18.25460195541381	1	18.25460195541381	1	0	0
RKF162	RKF089	16.259002685546868	27.05880403518676	2	16.259002685546868	1	16.259002685546868	1	0	0
KUP024	KFJ045	9.78740453720092	27.04199552536009	3	0	0	0	0	0	0
RKF011	RKC045	17.035901546478268	27.02470123767852	2	17.035901546478268	1	17.035901546478268	1	0	0
RKF118	RKF139	15.94429612159729	27.0099937915802	2	15.94429612159729	1	0	0	0	0
KUP024	KFJ018	9.75508689880371	27.00939774513244	3	0	0	0	0	0	0
RKF011	RKC040	17.00930595397949	27.00260579586028	2	17.00930595397949	1	17.00930595397949	1	0	0
KUP005	KFJ033	18.83450150489807	26.97490155696868	2	18.83450150489807	1	18.83450150489807	1	0	0
HNJ014	RKF042	13.902799785137171	26.95020288228988	2	26.95020288228988	2	0	0	0	0
RKF147	RKF194	26.90149843692779	26.90149843692779	1	26.90149843692779	1	26.90149843692779	1	26.90149843692779	1
RKF013	RKC002	26.87090635299682	26.87090635299682	1	26.87090635299682	1	26.87090635299682	1	26.87090635299682	1
RKC008	RKF032	26.86560153961181	26.86560153961181	1	26.86560153961181	1	26.86560153961181	1	26.86560153961181	1
RKF042	RKC002	26.845192909240723	26.845192909240723	1	26.845192909240723	1	26.845192909240723	1	26.845192909240723	1
RKF049	RKC040	26.84259414672851	26.84259414672851	1	26.84259414672851	1	26.84259414672851	1	26.84259414672851	1
RKF042	RKC031	26.839804649353027	26.839804649353027	1	26.839804649353027	1	26.839804649353027	1	26.839804649353027	1
RKF038	RKC038	17.72070527076721	26.828008890151967	2	17.72070527076721	1	17.72070527076721	1	0	0
RKF055	RKF135	26.81560218334198	26.81560218334198	1	26.81560218334198	1	26.81560218334198	1	26.81560218334198	1
RKF249	RKF241	15.42230099439621	26.80089920759201	2	15.42230099439621	1	0	0	0	0
RKF040	RKC039	14.274406433105469	26.78680419921875	2	26.78680419921875	2	0	0	0	0
RKF042	RKC045	26.74640417098999	26.74640417098999	1	26.74640417098999	1	26.74640417098999	1	26.74640417098999	1
RKF105	RKF176	26.726502180099487	26.726502180099487	1	26.726502180099487	1	26.726502180099487	1	26.726502180099487	1
RKF173	RKF129	26.71899795532226	26.71899795532226	1	26.71899795532226	1	26.71899795532226	1	26.71899795532226	1
RKC036	RKF084	26.6940014436841	26.6940014436841	1	26.6940014436841	1	26.6940014436841	1	26.6940014436841	1
RKF190	RKF132	26.61441564559936	26.61441564559936	1	26.61441564559936	1	26.61441564559936	1	26.61441564559936	1
RKF021	RKF228	26.61179900169372	26.61179900169372	1	26.61179900169372	1	26.61179900169372	1	26.61179900169372	1
RKF181	RKF109	16.55919998884201	26.60209983587265	2	16.55919998884201	1	16.55919998884201	1	0	0
RKF007	RKF190	26.53799653053283	26.53799653053283	1	26.53799653053283	1	26.53799653053283	1	26.53799653053283	1
RKF170	RKC042	26.407796144485467	26.407796144485467	1	26.407796144485467	1	26.407796144485467	1	26.407796144485467	1
RKF161	KUP022	17.26289987564087	26.37220025062561	2	17.26289987564087	1	17.26289987564087	1	0	0
RKF161	KUP026	13.553699851036068	26.30229890346527	2	26.30229890346527	2	0	0	0	0
KFJ032	KFJ045	26.29889249801636	26.29889249801636	1	26.29889249801636	1	26.29889249801636	1	26.29889249801636	1
RKF064	RKF195	26.27859711647033	26.27859711647033	1	26.27859711647033	1	26.27859711647033	1	26.27859711647033	1
RKF058	RKF218	14.4796997308731	26.248803734779347	2	14.4796997308731	1	0	0	0	0
KFJ008	KFJ031	26.24859809875488	26.24859809875488	1	26.24859809875488	1	26.24859809875488	1	26.24859809875488	1
RKF144	RKC027	26.242396235466	26.242396235466	1	26.242396235466	1	26.242396235466	1	26.242396235466	1
RKF058	RKF023	26.146200299263	26.146200299263	1	26.146200299263	1	26.146200299263	1	26.146200299263	1
RKC001	RKF072	13.11900019645691	26.066100597381592	2	26.066100597381592	2	0	0	0	0
RKC030	RKF199	26.04409456253052	26.04409456253052	1	26.04409456253052	1	26.04409456253052	1	26.04409456253052	1
RKF162	RKF015	13.766899332404131	26.04359798133372	2	26.04359798133372	2	0	0	0	0
RKF162	RKF139	15.88360071182251	25.96989870071411	2	15.88360071182251	1	0	0	0	0
RKF067	RKC014	25.951403379440308	25.951403379440308	1	25.951403379440308	1	25.951403379440308	1	25.951403379440308	1
RKF220	RKF081	16.86340570449829	25.94570517539977	2	16.86340570449829	1	16.86340570449829	1	0	0
RKC033	RKF038	17.47889518737793	25.8445918560028	2	17.47889518737793	1	17.47889518737793	1	0	0
KUP009	KUP023	13.343600928783411	25.80709904432296	2	25.80709904432296	2	0	0	0	0
KFJ031	KFJ036	13.006300390406969	25.761396349116684	2	25.761396349116684	2	0	0	0	0
RKC026	RKF141	25.73699951171875	25.73699951171875	1	25.73699951171875	1	25.73699951171875	1	25.73699951171875	1
KFJ045	KFJ033	17.60830283164978	25.726503133773804	2	17.60830283164978	1	17.60830283164978	1	0	0
RKF058	RKF028	13.93550634384155	25.704610347747803	2	13.93550634384155	1	0	0	0	0
RKC008	RKF031	25.703394412994378	25.703394412994378	1	25.703394412994378	1	25.703394412994378	1	25.703394412994378	1
RKF044	KFJ033	25.61429738998413	25.61429738998413	1	25.61429738998413	1	25.61429738998413	1	25.61429738998413	1
RKF198	RKC051	25.59579908847809	25.59579908847809	1	25.59579908847809	1	25.59579908847809	1	25.59579908847809	1
RKC011	RKC032	25.57939887046814	25.57939887046814	1	25.57939887046814	1	25.57939887046814	1	25.57939887046814	1
RKF220	RKF104	16.90790653228759	25.520110130310048	2	16.90790653228759	1	16.90790653228759	1	0	0
RKF063	RKC016	25.49579739570617	25.49579739570617	1	25.49579739570617	1	25.49579739570617	1	25.49579739570617	1
RKF080	RKF173	16.79659988731145	25.42620208114384	2	16.79659988731145	1	16.79659988731145	1	0	0
RKF158	RKF002	13.02489936351776	25.348299741744988	2	25.348299741744988	2	0	0	0	0
RKF067	RKC024	25.34669637680053	25.34669637680053	1	25.34669637680053	1	25.34669637680053	1	25.34669637680053	1
RKF145	RKF196	14.699101448059078	25.24029910564422	2	14.699101448059078	1	0	0	0	0
RKF228	RKF132	15.1196002960205	25.19899606704711	2	15.1196002960205	1	0	0	0	0
KFJ008	KFJ041	8.585000038146969	25.19439458847045	3	0	0	0	0	0	0
RKF164	RKF121	14.64430093765258	25.06040036678313	2	14.64430093765258	1	0	0	0	0
RKF007	RKC043	16.78320169448852	25.03489851951598	2	16.78320169448852	1	16.78320169448852	1	0	0
RKC047	RKC016	13.906499743461609	24.997696280479428	2	13.906499743461609	1	0	0	0	0
KUP001	KFJ029	15.61309695243835	24.99389052391051	2	15.61309695243835	1	0	0	0	0
RKF007	RKF237	16.43610000610351	24.9559998512268	2	16.43610000610351	1	16.43610000610351	1	0	0
RKF164	RKF109	16.4788007736206	24.9556005001068	2	16.4788007736206	1	16.4788007736206	1	0	0
RKF084	RKC038	24.92759991437196	24.92759991437196	1	24.92759991437196	1	24.92759991437196	1	24.92759991437196	1
KFJ041	KFJ033	24.916702508926388	24.916702508926388	1	24.916702508926388	1	24.916702508926388	1	24.916702508926388	1
RKF153	RKF029	24.91359710693359	24.91359710693359	1	24.91359710693359	1	24.91359710693359	1	24.91359710693359	1
KFJ027	KFJ007	15.949094295501707	24.733591079711907	2	15.949094295501707	1	0	0	0	0
