iid1	iid2	max_IBD	sum_IBD>8	n_IBD>8	sum_IBD>12	n_IBD>12	sum_IBD>16	n_IBD>16	sum_IBD>20	n_IBD>20
RKF231	RKF010	84.89049673080444	369.9734916792295	10	369.9734916792295	10	340.44089819053625	8	321.3466992483518	7
RKF013	RKC020	94.61470246315002	369.9223027564585	9	369.9223027564585	9	369.9223027564585	9	353.8655028678477	8
RKF142	RKF157	75.66470056772232	369.02869840414496	12	348.97079964430304	10	348.97079964430304	10	329.9735953405616	9
RKC012	RKC038	44.11440137773752	368.9048970118165	14	368.9048970118165	14	331.7648099735379	11	314.67971075326204	10
RKF042	RKF015	95.25169134140016	368.735299398395	7	359.8272958297457	6	359.8272958297457	6	359.8272958297457	6
KFJ053	KFJ013	102.89319828152657	368.5314998030663	6	368.5314998030663	6	368.5314998030663	6	368.5314998030663	6
KFJ038	KFJ033	52.079299837350845	368.4860028326511	11	368.4860028326511	11	341.1687053740024	9	322.6576067507267	8
RKF038	RKF002	89.46019858121872	368.3724713511765	10	348.7650823779404	8	333.4908795543015	7	333.4908795543015	7
RKF036	RKF037	68.68129968643188	368.3361071758554	13	358.20760909846285	12	342.4714106731699	11	288.0634981804178	8
RKF145	RKC018	105.53639475256205	365.65241987409536	10	348.30771858396474	8	334.7209113329882	7	334.7209113329882	7
RKF007	RKF029	41.06240272521972	364.7483140230178	16	330.2415132522583	13	287.27771639823914	10	253.9036124944687	8
RKC036	RKC050	69.9269950389862	364.5213931216858	11	339.25508701941	8	339.25508701941	8	320.20029270788655	7
RKF037	RKF046	67.80189871788025	364.0515078768658	12	364.0515078768658	12	349.03900818680995	11	259.2960000038147	6
KUP017	KUP016	56.93659782409668	363.8556946069002	14	332.67238922417164	11	303.032885864377	9	268.48958916962147	7
RKF156	RKF198	69.73450481891632	362.9126847721636	12	354.7006786800921	11	340.68717835471034	10	303.2766789197922	8
RKF013	RKF037	82.98630118370056	361.96969831362367	10	351.906503085047	9	351.906503085047	9	335.1788022555411	8
RKF034	RKF047	64.26949799060822	361.2161873781588	11	352.4136899912264	10	337.72729625343345	9	337.72729625343345	9
RKF195	RKC021	65.26050567626953	358.70199633936863	16	327.39520615141373	13	283.0523021519184	10	228.2124049961567	7
RKC043	RKC031	74.87290054559708	358.66939605766675	10	358.66939605766675	10	314.5353007465019	7	280.4096001535072	5
RKF038	RKF160	99.78588819503784	358.00289214530494	11	358.00289214530494	11	329.60379422584083	9	311.13759429135825	8
RKC008	RKC012	37.02419996261596	356.2100914656184	17	319.08189331879834	13	288.7108889757655	11	232.0637938915752	8
KFJ024	KFJ022	83.8823989033699	354.1552879847586	11	335.83538914099336	9	335.83538914099336	9	281.2369861640036	6
RKF007	RKF040	72.49139925988857	353.76538742857514	14	324.0948926337296	11	284.5201860793168	8	266.5792833693558	7
KFJ048	KFJ029	66.5151997411158	353.564559246297	13	321.68706985830795	10	309.43837006925605	9	293.41847141622566	8
RKF042	RKF139	43.03549528121948	353.1695990357548	15	333.7639002595097	13	318.1446997914463	12	208.07510749436915	6
RKF061	RKC018	109.16540250182152	352.5607943534851	6	352.5607943534851	6	352.5607943534851	6	352.5607943534851	6
RKF135	RKC038	55.289387702941895	351.7324756248854	15	332.0983778103255	13	276.4056812389754	9	260.35058008274063	8
RKF158	RKF032	67.78349876403809	351.3299039681442	12	332.28990714997053	10	288.2592998445034	7	269.4784000515938	6
KFJ030	KFJ013	102.74590030312538	351.21859908103943	5	351.21859908103943	5	351.21859908103943	5	351.21859908103943	5
RKC021	RKF194	73.83590936660767	351.08010247349733	14	308.71631279587746	10	280.8240123093128	8	263.8491101562977	7
RKF013	RKF020	92.56929457187653	350.15549580566585	9	330.3689932450652	7	330.3689932450652	7	311.87978740781546	6
RKF010	RKF141	75.03958940505981	349.061392256408	11	349.061392256408	11	336.53229326882865	10	263.7134894815972	6
KFJ008	KFJ015	46.38820067048073	348.64899441599846	16	319.65299472212786	13	231.72349706292152	7	215.62779918313024	6
RKF196	RKF117	125.9926050901413	348.32501113414764	5	348.32501113414764	5	348.32501113414764	5	348.32501113414764	5
RKF201	RKF196	86.12330555915833	347.44989424943924	13	308.1290006637573	9	279.6518087387085	7	259.8754048347473	6
RKF016	RKF157	50.17039886006387	346.1970876742271	13	324.967287092295	11	309.0981822300819	10	274.5170812893776	8
RKF002	RKF029	78.77559661865234	345.9235969770816	11	345.9235969770816	11	318.49489620217355	9	301.1544983673957	8
RKF209	RKF213	43.29469203948974	345.8060947530612	15	314.7791874878749	12	271.3448842339858	9	234.8273744159087	7
RKF063	RKF223	60.82819700241089	345.7461808575317	11	313.5782880941406	8	313.5782880941406	8	313.5782880941406	8
KFJ053	KFJ015	92.02089905738832	345.52230383851565	8	327.52060554921627	6	314.52500484883785	5	314.52500484883785	5
RKF016	RKF029	56.92189931869507	345.47158291825326	13	345.47158291825326	13	316.6409831334022	11	282.05988219269784	9
KFJ034	KFJ025	52.558597922325134	345.4136870801448	13	325.6397984921932	11	312.6639984548092	10	277.2115968167782	8
KFJ007	KFJ053	106.88300132751463	345.39208072819747	8	345.39208072819747	8	332.9550806025509	7	314.0492979029659	6
RKF038	RKF029	56.31649494171143	344.91120502352715	14	325.18780156970024	12	284.72180888056755	9	229.01710346341133	6
RKF158	RKF046	66.19689762592316	344.0574015810853	14	304.9782022833824	10	277.5222107768059	8	244.06201392412183	6
RKF118	RKF037	83.45630168914795	343.95261124591343	12	323.6041100404691	10	310.3565128229093	9	252.94800304691307	6
RKC047	RKC043	86.33650168776512	343.5121886432171	9	334.7746901214123	8	304.44759652018547	6	304.44759652018547	6
RKF210	RKF037	68.36320012807846	343.3168218289211	12	315.3426096592739	9	300.93659617050434	8	300.93659617050434	8
RKF156	RKC020	79.7982931137085	343.08508932590485	10	331.2910914421081	9	331.2910914421081	9	312.861692905426	8
RKF042	RKF034	41.82690382003784	343.01771298050875	15	310.47680974006653	12	283.3320081233978	10	229.3123036623001	7
RKF135	RKC002	56.25419616699219	342.46149292739574	14	298.7802975490922	10	284.98960068973247	9	284.98960068973247	9
KFJ030	KFJ023	127.8944045305252	341.3944065570832	7	341.3944065570832	7	326.43080949783325	6	309.90391075611115	5
RKF045	RKF002	55.13679385185242	341.1014977842569	13	312.8345940262079	10	312.8345940262079	10	241.4137898012996	6
RKF139	RKF047	63.24320137500763	338.20450413040817	15	286.48780989460647	10	256.33300840854645	8	237.39460408687592	7
RKF113	RKF088	42.43700035731308	337.9868333868217	16	328.0512278608512	15	256.07891135732643	10	185.4465031705331	6
RKF201	RKF053	140.86809754371643	337.9186738282442	10	309.9021840840578	7	309.9021840840578	7	273.12509305775166	5
RKF023	RKC020	84.57500040531158	336.8542015552521	6	336.8542015552521	6	336.8542015552521	6	336.8542015552521	6
RKF176	RKF196	92.47270226478577	336.5680957213044	11	326.4634037390352	10	281.85629341751337	7	262.2658917680383	6
RKF162	RKF047	47.36790657043457	335.4657160627539	12	335.4657160627539	12	320.2875163056888	11	302.303316781763	10
RKF191	RKC020	84.78350341320038	334.61859822273254	9	334.61859822273254	9	334.61859822273254	9	261.3222002983093	5
KFJ013	KFJ018	79.37750220298767	334.3740165233612	12	315.0104135274887	10	301.3829082250595	9	301.3829082250595	9
RKC035	RKC028	106.35760128498076	333.46618358045816	8	316.3483018055558	6	316.3483018055558	6	298.66059962660074	5
RKF251	RKF243	54.2680025100708	331.74409568309784	12	310.80739200115204	10	298.7272948026657	9	281.8056970834732	8
RKF135	RKC031	55.57619333267212	331.652107834816	11	319.92850601673126	10	307.6688081026077	9	307.6688081026077	9
RKF002	RKF191	119.46869492530826	330.6336909532547	10	309.29199159145355	8	280.5670946836472	6	261.5425914525986	5
RKF038	RKF031	57.04929828643799	330.07238955178764	11	318.30289215722587	10	305.34059853234794	9	287.4562010256341	8
KFJ023	KFJ018	44.94310617446899	328.9667949080467	13	328.9667949080467	13	303.09869199991226	11	248.31638634204865	8
RKF191	RKF037	70.57980298995972	327.5142163038254	12	316.9420152902603	11	289.5482152700424	9	215.98900854587555	5
RKF163	RKF098	75.20380020141602	325.9426901116967	11	297.2044864669442	8	297.2044864669442	8	297.2044864669442	8
KUP017	KUP018	66.66020154953003	325.4871049663052	9	317.05410273279995	8	290.28970988001674	6	290.28970988001674	6
RKF042	RKF155	50.79959991562646	323.95900398259977	15	273.3010044670664	10	242.2995975590311	8	224.52729254728183	7
RKC015	RKC023	37.57619898533448	322.9471747181378	15	314.41597383236507	14	233.91299288487065	8	233.91299288487065	8
KFJ034	KFJ013	59.891601046547294	322.92928961105645	11	302.41049104370177	9	302.41049104370177	9	265.955193573609	7
RKF176	RKF182	97.147399187088	322.4459007382393	10	301.1186018586159	8	272.7875009179115	6	256.7697003483772	5
RKF023	RKF198	115.23759610718116	322.38619051640853	8	314.1987892217002	7	314.1987892217002	7	295.70249043172225	6
KFJ045	KFJ013	58.05580019950867	321.73869647085667	11	294.52378787100315	8	280.7689875364304	7	262.4300926923752	6
KFJ029	KFJ045	81.41910433769226	321.3701993227005	8	302.9110014438629	6	302.9110014438629	6	302.9110014438629	6
RKC012	RKC042	55.750600309693255	321.1560230847681	11	310.2543216344202	10	310.2543216344202	10	310.2543216344202	10
RKF121	RKC021	48.46090674400329	320.71491554379463	12	299.4740165770054	10	269.4675125181675	8	252.3553125560284	7
KUP009	KUP017	55.50810098648071	320.69769594818354	10	309.47679970413446	9	293.77369973808527	8	293.77369973808527	8
RKF016	RKF141	75.02321004867554	320.1548993587494	11	296.799299120903	9	296.799299120903	9	240.0843054056168	6
KUP001	KUP005	92.69769787788393	319.1021025675582	8	319.1021025675582	8	303.40650303987786	7	303.40650303987786	7
RKF210	RKF160	39.37829909846186	317.3887081422436	15	267.52741113086813	10	253.1260944881069	9	253.1260944881069	9
RKC012	RKC002	65.01729867013637	316.7621978238458	11	316.7621978238458	11	302.9823072865838	10	286.3408074394101	9
RKF155	RKF160	68.68129968643188	316.6297158379166	13	308.2863172669022	12	283.0452999252884	10	228.94790304490016	7
RKF064	RKF181	43.63699853420257	313.0789907794678	15	282.16148634965066	12	230.22869466803968	8	213.99919628165665	7
KFJ030	KFJ045	90.31829833984376	312.7121985569829	7	301.6264975682134	6	301.6264975682134	6	281.76999694260303	5
RKF198	RKF037	46.8519926071167	312.344703724375	14	288.7909023964312	12	247.62639999389648	9	175.24120211601257	5
RKF007	RKF016	52.365297079086304	311.5816950681619	13	294.99690531520173	11	280.6122064474039	10	244.8731005191803	8
RKF211	RKF169	49.32119995355606	311.3415601081214	15	278.19896958535537	12	249.38048146432263	10	157.48058892786503	5
KFJ029	KFJ053	64.57229852676392	310.70939153432846	11	291.5482923388481	9	291.5482923388481	9	257.3683872818947	7
RKF142	RKF031	110.82439571619034	310.42781025171274	10	278.6093130707741	7	253.94281297922132	5	217.3519030213356	3
KFJ024	KFJ030	84.62750017642975	309.30430232547224	9	299.11790429614484	8	299.11790429614484	8	264.90570246241987	6
KFJ029	KFJ015	81.75269663333893	308.265395835042	9	299.2832977324724	8	285.2273005992174	7	249.09679740667343	5
RKF193	RKF234	79.67270240187645	308.07177794195013	11	298.9869810364325	10	283.82208121038275	9	234.03618109441595	6
RKF002	RKF157	50.17039886006387	307.91518053301843	10	298.3410831380752	9	298.3410831380752	9	282.3262866426376	8
RKF010	RKF213	42.31190234422683	307.81459218414966	16	267.9868989303941	12	243.02950433047957	10	154.5724891737336	5
RKF199	RKF118	99.52070116996764	307.2559103835374	8	307.2559103835374	8	281.8194061983377	6	244.1570073366165	4
RKF176	RKF124	96.53220176696776	306.6399086266756	8	306.6399086266756	8	291.0652983933687	7	271.84890396893024	6
RKF036	RKF160	72.89659976959229	306.61869105897495	12	248.1100028475339	6	235.42990145288056	5	235.42990145288056	5
RKF191	RKF160	86.5774929523468	306.5513908863068	9	286.45159006118774	7	286.45159006118774	7	253.45048904418945	5
RKF007	RKF031	60.96719882043544	304.3959178641672	11	282.6285012677545	9	253.62359962018672	7	235.70489964040465	6
KFJ048	KFJ018	58.93280506134033	302.55391225218773	12	282.63650611042976	10	223.88039901852608	6	205.3916998207569	5
KFJ024	KFJ015	103.57319712638856	302.41930675692856	8	294.3579070270061	7	266.0549037158489	5	247.25630208849907	4
RKF156	RKF029	51.67610049247742	302.03780233860016	13	282.1547031402588	11	243.62019896507263	8	175.24030208587646	4
RKC046	RKC028	87.711501121521	301.53610706329346	5	301.53610706329346	5	301.53610706329346	5	301.53610706329346	5
KFJ029	KFJ040	96.61369621753693	301.4195144176483	7	279.0835112333298	5	279.0835112333298	5	279.0835112333298	5
RKF148	RKF109	76.6381025314331	301.2608954450116	10	281.45621509756893	8	268.8184151193127	7	268.8184151193127	7
RKF099	RKF160	53.27639579772949	301.2250936997589	13	281.5055943501648	11	239.9339973926544	8	184.96519327163696	5
RKF218	RKF210	66.53479933738708	300.2317074526218	14	277.7609113443759	12	207.804213075724	7	136.1936043787864	3
RKF040	RKF142	38.82380127906799	299.2355026304721	14	289.4916035234928	13	234.2902049422264	9	181.90080970525744	6
RKC029	RKC002	86.24570518732071	299.22290593385696	8	299.22290593385696	8	283.4569051861763	7	265.1728056371212	6
KFJ006	KFJ015	72.15449959039688	298.9420935511589	11	279.6452984213829	9	266.34889990091324	8	248.35399836301804	7
RKF047	RKF032	50.74400007724762	298.12140464782715	12	280.24280071258545	10	237.63930201530457	7	220.22760212421417	6
RKF047	RKF170	44.921600818634026	297.3637093768048	12	286.3115121588635	11	258.4728171095776	9	241.96501718615764	8
RKF142	RKF213	42.87759959697723	296.73791509121656	13	286.1756144091487	12	236.58080752938983	8	202.2183960303664	6
KFJ021	KFJ045	62.30909749865532	296.09550392779056	10	267.0533031836385	7	251.35770365595815	6	251.35770365595815	6
KFJ024	KFJ051	82.75350034236908	295.00128705985844	9	272.0562934875488	7	258.02159309387207	6	220.9403932094574	4
RKF198	RKC020	51.419198513031006	294.4550050422549	8	284.2658055946231	7	284.2658055946231	7	265.72740599513054	6
RKF016	RKF210	66.2356972694397	294.1781978894141	13	250.7074963141349	9	222.34540095814737	7	168.14369669446023	4
RKF148	RKF124	155.16209602355957	293.0320917163044	7	273.1218932662159	5	259.6643923316151	4	259.6643923316151	4
RKF199	RKF160	91.87920093536376	292.375206714496	10	283.92810500226915	9	283.92810500226915	9	209.2935025691986	5
RKF199	RKF198	89.79250192642212	292.2186028212309	6	292.2186028212309	6	277.6084017008543	5	277.6084017008543	5
RKF199	RKF191	67.87640154361725	292.1761058270931	8	292.1761058270931	8	292.1761058270931	8	256.37180507183075	6
RKF124	RKF117	125.9926050901413	291.50111470371485	6	274.4184086099267	4	274.4184086099267	4	274.4184086099267	4
RKF007	RKF218	58.91710071591661	291.1610260489396	12	268.1870177271776	10	239.76141362218183	8	186.72751336125657	5
RKF038	RKF141	53.35650295892265	291.0867008395144	10	279.31679813336814	9	266.0945030875155	8	248.6458036131808	7
RKF163	RKF237	53.91069650650024	290.9144960955018	10	270.7146965578431	8	258.2204967737198	7	258.2204967737198	7
RKC029	RKC042	92.40259528160097	290.8123955130577	5	281.1772957444191	4	281.1772957444191	4	281.1772957444191	4
RKC030	RKC012	57.67179802060127	290.7479003071785	9	290.7479003071785	9	278.26990634202963	8	278.26990634202963	8
RKC027	RKC012	36.89939379692077	290.5275707162218	14	232.14028226502705	8	219.308782092412	7	200.47189044125844	6
KFJ034	KFJ015	71.44390344619751	289.7289961576462	8	279.12019193172455	7	279.12019193172455	7	279.12019193172455	7
RKF076	RKF148	84.57940220832825	289.61920901201665	8	280.84031506441534	7	280.84031506441534	7	246.54780193232	5
RKF007	RKF157	47.12720513343811	289.24790900200605	12	268.2165054604411	10	228.1043080613017	7	195.36860287189484	5
RKF062	RKF148	57.242000102996826	289.11951407790184	9	278.56821343302727	8	265.9401126205921	7	248.1470137834549	6
RKF156	RKC023	85.698701441288	289.07908219844103	6	289.07908219844103	6	289.07908219844103	6	270.0772821903229	5
RKC043	RKC042	67.89770126342773	288.8837903738022	9	280.398890376091	8	266.07979238033295	7	229.33579981327057	5
KFJ023	KFJ029	81.44189715385437	288.82520347833633	8	270.63239961862564	6	270.63239961862564	6	270.63239961862564	6
RKF042	RKF046	40.52090644836426	288.7312173843384	14	269.2332148551941	12	184.27760899066925	6	166.93951189517975	5
RKC046	RKC045	70.39339542388916	288.62320468761027	8	288.62320468761027	8	247.80430495738983	5	247.80430495738983	5
RKF023	RKF047	55.445396900177	287.3392939567566	9	287.3392939567566	9	259.10489559173584	7	259.10489559173584	7
RKF135	RKC039	45.89949995279312	287.291993573308	10	269.5208955556154	8	269.5208955556154	8	249.54979307949543	7
RKF007	RKF213	46.65079712867737	286.8084936402738	12	286.8084936402738	12	258.4518938325345	10	186.98549568653104	6
KFJ029	KFJ021	102.38979384303092	286.6673968732357	5	286.6673968732357	5	273.1287978589535	4	273.1287978589535	4
KFJ034	KFJ030	84.81619954109192	285.7370987534523	8	276.3921990990639	7	276.3921990990639	7	258.2657977938652	6
KFJ024	KFJ013	84.28630158305168	284.4969108700752	5	284.4969108700752	5	284.4969108700752	5	265.6983092427254	4
KFJ025	KFJ015	93.27600002288818	283.7148129940033	5	283.7148129940033	5	283.7148129940033	5	264.0731155872345	4
RKF231	RKF142	90.48370122909546	281.7421074665617	8	260.3392060555052	6	245.4653080261778	5	245.4653080261778	5
RKF201	RKF124	147.68190383911133	281.6774010658264	7	263.58580589294434	5	263.58580589294434	5	243.80940198898315	4
RKF201	RKF148	134.6528947353363	281.48590736091137	7	270.68450562655926	6	244.0706979483366	4	244.0706979483366	4
RKF147	RKF129	66.22669696807861	280.7251989841461	8	280.7251989841461	8	254.7578975558281	6	235.8025953173637	5
RKF099	RKF199	105.0228014588356	279.9863241612911	8	246.17481380701065	5	232.1791186928749	4	232.1791186928749	4
RKF121	RKF117	126.67409777641296	279.7612965106964	4	279.7612965106964	4	279.7612965106964	4	279.7612965106964	4
RKC012	RKC018	49.75168704986572	278.56497959946864	11	278.56497959946864	11	250.4476805195736	9	212.17857794617885	7
RKF156	RKF031	54.952697464614175	278.2796003622934	13	248.91860268544409	10	222.0358052058145	8	149.5335996238282	4
RKF156	RKF157	54.949598023085855	278.08950842299964	10	258.9113026944688	8	258.9113026944688	8	205.54040373244788	5
RKC043	RKC002	88.97649990394711	277.10770396515727	8	277.10770396515727	8	235.5895015411079	5	215.90800182893872	4
RKF176	RKF053	89.57470655441284	276.76770229591057	7	276.76770229591057	7	276.76770229591057	7	259.11540527595207	6
RKF076	RKF164	120.31270265579224	276.600706577301	6	276.600706577301	6	248.34670424461365	4	248.34670424461365	4
RKF164	RKF192	71.66800200939178	276.594540476799	8	266.1147326231003	7	224.368616938591	4	224.368616938591	4
RKF198	RKF157	52.1287006966304	276.3118095113896	10	264.54420977970585	9	238.4356168739032	7	199.68242176692	5
RKF218	RKF141	59.85020399093628	275.19751281361096	11	255.21131248096933	9	228.76471057534215	7	211.46861091256145	6
RKF002	RKF162	67.51909926533699	274.94821324944496	8	263.88450637459755	7	248.637006431818	6	230.67440167069435	5
RKF199	RKF162	79.34030294418335	274.80711452662945	7	274.80711452662945	7	262.3228143900633	6	225.49790255725384	4
RKF014	RKC047	82.2744008502923	274.58200867986307	7	265.9850087366067	6	265.9850087366067	6	265.9850087366067	6
RKC030	RKF135	45.64459919929504	273.6715741455555	11	240.19667580723765	8	211.75948157906527	6	194.45548206567764	5
RKF164	RKF136	69.85030174255371	273.525427817367	8	263.6055221548304	7	251.12792253494263	6	231.95271492004397	5
KFJ024	KFJ040	111.21849715709686	272.8598952293396	4	272.8598952293396	4	272.8598952293396	4	272.8598952293396	4
RKF038	RKC020	102.39670276641846	272.5944995880127	7	262.6586079597473	6	246.94530367851257	5	246.94530367851257	5
RKF218	RKF139	43.09089183807373	272.0429895911366	10	262.8291963133961	9	262.8291963133961	9	226.1563001666218	7
RKF231	RKF218	85.72480082511902	271.9571983323476	6	271.9571983323476	6	271.9571983323476	6	271.9571983323476	6
RKF182	RKF121	58.57080221176148	271.5863913297653	11	240.86479544639587	8	213.5064959526062	6	213.5064959526062	6
KFJ049	KFJ007	100.58910846710204	271.2753979198169	8	241.04110394837332	5	241.04110394837332	5	221.3590065133758	4
RKF013	RKC023	66.07710123062134	270.15368938446045	8	270.15368938446045	8	257.38508850336075	7	238.96369487047195	6
RKF053	RKF117	102.48380303382874	269.9543170630932	5	269.9543170630932	5	269.9543170630932	5	252.24861428141597	4
RKF013	RKF118	58.442697674036026	268.79820334143005	10	249.42390578216876	8	249.42390578216876	8	232.08370464271863	7
RKF010	RKF015	73.55629205703735	268.5820837788924	5	268.5820837788924	5	268.5820837788924	5	268.5820837788924	5
RKF099	RKC020	67.29040443897247	268.51271092891693	8	245.8621054887772	6	229.94240820407867	5	229.94240820407867	5
RKF104	RKC021	113.5451041162014	268.37011352181435	5	268.37011352181435	5	268.37011352181435	5	268.37011352181435	5
RKF109	RKF194	72.2536027431488	268.3216154575348	6	258.1010162830353	5	258.1010162830353	5	258.1010162830353	5
RKF198	RKF029	52.09870167891495	268.22301425854675	11	248.9925129048061	9	235.3881103626918	8	182.41430946509357	5
RKF238	RKC028	90.2321994304657	266.18170076981187	4	266.18170076981187	4	266.18170076981187	4	266.18170076981187	4
RKF109	RKF121	73.17689806222916	266.03590101003647	6	255.81530183553696	5	255.81530183553696	5	255.81530183553696	5
RKF002	RKF141	43.93529891967773	265.9998081624508	11	265.9998081624508	11	212.7878114581108	7	193.4317037463188	6
RKF242	RKF268	65.04039466381073	265.80339201609604	11	235.57679445366372	8	208.5862973413896	6	173.22318528895266	4
RKC036	RKC029	97.4247008562088	265.43409675359726	9	237.283992767334	6	207.5410962104797	4	207.5410962104797	4
RKF135	RKC042	76.75000429153442	263.84271612914745	10	242.56071677955333	8	229.20131316932384	7	210.19130578788463	6
RKC043	RKC039	74.99890178442001	263.1991848349571	9	254.92798537015915	8	212.74708956480023	5	212.74708956480023	5
RKF020	RKC020	86.83999886998208	262.5823989350465	7	252.7692988354829	6	237.94119505473645	5	220.1914980847505	4
RKF088	RKF182	80.63690066337585	262.05761432647705	5	262.05761432647705	5	248.36230278015137	4	248.36230278015137	4
KFJ024	KFJ025	59.037598967552185	261.1372937361011	10	250.7517983118305	9	221.45410374796484	7	201.87680319941137	6
RKF242	RKF246	68.30979287624359	260.6368958950043	9	242.70659685134888	7	227.3082971572876	6	227.3082971572876	6
RKF007	RKF142	60.80689430236816	259.87139343051234	13	239.30119274882597	11	172.6003914955072	6	134.45338904857635	4
RKF007	RKF160	32.30169415473938	259.4394862651825	14	224.9955862760544	11	182.7464908361435	8	112.44049668312071	4
RKF118	RKF198	64.52759504318237	259.38699543476105	6	248.4798938035965	5	248.4798938035965	5	248.4798938035965	5
RKF036	RKF010	73.23130369186401	257.6002019035513	10	248.8785045730765	9	221.08330005285097	7	168.27500337240053	4
RKF016	RKF031	74.38840866088867	257.44837522506714	10	234.6532791852951	8	203.37139070034027	6	184.52149331569672	5
RKF109	RKF129	42.88300275802612	257.3925919830799	12	229.81460094451904	9	215.27019739151	8	177.9577076435089	6
RKF156	RKF141	85.25870069861412	256.55530393123627	10	244.97510492801663	9	202.75210812687877	6	166.3819082081318	4
KFJ024	KFJ023	84.28090512752533	254.4533185660839	8	233.58711525797844	6	233.58711525797844	6	215.22071287035945	5
RKF040	RKF002	35.17970293760299	253.70021238923067	13	233.54411572217936	11	160.33030599355695	6	143.55480521917343	5
RKF129	RKF194	49.61099624633789	253.4183993935585	10	242.48840063810349	9	215.2176931500435	7	179.70179468393326	5
KUP017	KUP007	31.59711360931396	252.58731916546816	12	233.16201046109197	10	205.58230951428413	8	187.40131333470345	7
RKF135	RKC028	55.395686626434326	251.9659974292153	12	223.24299892934505	9	180.58458945306484	6	163.92678916454315	5
RKF104	RKF189	64.10590410232544	251.11181139945984	11	210.88950634002688	7	169.5838063955307	4	169.5838063955307	4
KFJ006	KFJ013	58.056700229644775	251.01179529447103	10	233.9965969324112	8	207.14700520038605	6	189.6858036518097	5
RKF002	RKF213	42.85919964313507	250.8934926081565	10	240.1032041598228	9	211.3554011870292	7	176.9956897784141	5
RKF194	RKF117	81.30719661712646	249.3302047252655	5	249.3302047252655	5	249.3302047252655	5	229.47060465812683	4
RKC012	RKC014	64.9910032749176	248.9431945316028	10	230.95500000636093	8	230.95500000636093	8	174.40820165793411	5
KFJ007	KFJ047	139.2140030860901	248.6954982916359	6	228.29829454422	4	215.14710187911987	3	215.14710187911987	3
RKC011	RKC039	44.84120011329651	248.53421258740127	10	238.0847107153386	9	224.20420753769577	8	224.20420753769577	8
RKF148	RKF117	77.71589756011963	248.1224991963245	8	227.39939918974412	6	199.92480209330097	4	199.92480209330097	4
RKF242	RKF250	46.36009897803888	248.10440655564884	13	210.68330224370575	9	184.8695915541612	7	133.5165974101983	4
RKF231	RKF047	53.92659306526184	247.51928651239723	8	226.62478589918464	6	226.62478589918464	6	209.57208478357643	5
RKF231	RKF016	90.0143027305603	247.2176045179367	9	227.7694046497345	7	200.31370520591736	5	183.54880213737488	4
RKF038	RKF157	53.37369889894035	246.2740913120797	8	224.45349843183067	6	224.45349843183067	6	207.0432990876725	5
RKF163	RKF192	71.76690101623535	245.006999373436	8	226.4552086591721	6	211.9004100561142	5	211.9004100561142	5
RKF062	RKF196	49.69739913940429	244.1966947168112	8	234.0599950402975	7	234.0599950402975	7	216.79369769990444	6
RKF042	RKF170	42.25050210952759	244.1789008677005	13	205.63660562038424	9	161.3541066646576	6	107.10110068321228	3
KFJ007	KFJ025	139.2140030860901	243.97339969873428	5	234.47721153497696	4	234.47721153497696	4	215.94240814447403	3
RKF113	RKC021	42.43700035731308	243.31719406764023	11	234.08829697291367	10	191.43929907004343	7	174.46239420096387	6
KFJ048	KFJ007	106.84980154037476	242.693504691124	5	232.8031033277512	4	232.8031033277512	4	232.8031033277512	4
RKF099	RKF002	105.02560138702393	240.605491399765	6	240.605491399765	6	212.53639459609985	4	212.53639459609985	4
RKF155	RKF037	68.68129968643188	238.5163120670768	9	230.1729134960624	8	203.8080028934928	6	186.03569788174357	5
RKF142	RKF015	75.73790550231934	236.97470562765372	5	236.97470562765372	5	223.8613052875735	4	223.8613052875735	4
RKF246	RKF243	39.5224928855896	236.9608916953439	8	236.9608916953439	8	236.9608916953439	8	203.09739193471611	6
RKF195	RKC018	65.00589847564697	235.9678985681967	10	205.10239732830087	7	192.8321972489357	6	176.235593855381	5
RKF148	RKF196	114.03789520263672	235.3750854730606	7	216.54849350452423	5	204.0456920862198	4	204.0456920862198	4
KFJ053	KFJ018	29.4700026512146	235.2604910731315	12	214.9893924593925	10	172.3551020026207	7	133.62929970026016	5
RKF031	RKC023	78.08699607849121	234.13000106811523	7	234.13000106811523	7	234.13000106811523	7	184.2058002948761	4
RKF099	RKF141	31.05689287185669	233.797311791568	12	201.5628039924195	9	170.62980085611343	7	114.41099792718887	4
RKF198	RKC023	74.20580387115479	233.76121072797105	6	222.87511377362532	5	222.87511377362532	5	188.6814117431641	3
KFJ047	KFJ018	49.727296829223626	233.64898264408112	11	225.41498243808743	10	158.40509831905365	5	124.47009831666944	3
RKF088	RKF192	57.73260295391083	233.5036039352417	9	199.82829689979556	6	186.2392008304596	5	169.06710267066956	4
RKC030	RKF014	82.2744008502923	232.72979076718912	9	206.71799298143011	6	177.21918936586007	4	158.363593777176	3
RKF182	RKC016	51.64100527763367	232.1362073183991	6	232.1362073183991	6	232.1362073183991	6	232.1362073183991	6
RKF160	RKF046	59.57109928131104	231.0276065931248	8	211.75570832347148	6	211.75570832347148	6	174.83239620923996	4
RKC035	RKC043	62.39559650421143	230.94190657138824	6	230.94190657138824	6	200.7768988609314	4	183.43909978866577	3
KUP001	KUP027	44.5483922958374	230.4918873589486	8	222.13829043321311	7	222.13829043321311	7	205.681188730523	6
